ID,TITRE,TYPE,SSTYPE,CATEGORIE,STYLE,EVENEMENT,THEME1,THEME2,THEME3,RAISONSOCIALE,ADRESSE1,ADRESSE2,ADRESSE3,CODEPOSTAL,COMMUNE,PAYS,TEL1,TEL2,FAX,EMAIL1,EMAIL2,WEB1,WEB2,GPSX,GPSY,SIRET,APE,RCS,DESCRIPTIF_TITRE_FRANCAIS,DESCRIPTIF_SSTITRE_FRANCAIS,DESCRIPTIF_CHAPEAU_FRANCAIS,DESCRIPTIF_ARTICLE_FRANCAIS,DESCRIPTIF_TITRE_ANGLAIS,DESCRIPTIF_SSTITRE_ANGLAIS,DESCRIPTIF_CHAPEAU_ANGLAIS,DESCRIPTIF_ARTICLE_ANGLAIS,DESCRIPTIF_TITRE_ALLEMAND,DESCRIPTIF_SSTITRE_ALLEMAND,DESCRIPTIF_CHAPEAU_ALLEMAND,DESCRIPTIF_ARTICLE_ALLEMAND,DESCRIPTIF_TITRE_ESPAGNOL,DESCRIPTIF_SSTITRE_ESPAGNOL,DESCRIPTIF_CHAPEAU_ESPAGNOL,DESCRIPTIF_ARTICLE_ESPAGNOL,DESCRIPTIF_TITRE_ITALIEN,DESCRIPTIF_SSTITRE_ITALIEN,DESCRIPTIF_CHAPEAU_ITALIEN,DESCRIPTIF_ARTICLE_ITALIEN,PHOTO1,PHOTO2,PHOTO3,CLASSEMENT,LABEL1,LABEL2,LABEL3,ANIMAUX,HANDICAPE,TOURISME_HANDICAP1,TOURISME_HANDICAP2,TOURISME_HANDICAP3,TOURISME_HANDICAP4,DATEDU1,DATEAU1,DATEDU2,DATEAU2,DATEDU3,DATEAU3,DATEDU4,DATEAU4,DATEDU5,DATEAU5,CONTACT1TYPE,CONTACT1CIVI,CONTACT1NOM,CONTACT1PRENOM,CONTACT1FONCTION,CONTACT1EMAIL,CONTACT1TEL,CONTACT1FAX,CONTACT2TYPE,CONTACT2CIVI,CONTACT2NOM,CONTACT2PRENOM,CONTACT2FONCTION,CONTACT2EMAIL,CONTACT2TEL,CONTACT2FAX,CHAINE1,CHAINE2,CHAINE3,CHAINE4,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,MODE_PAIEMENT1,MODE_PAIEMENT2,MODE_PAIEMENT3,MODE_PAIEMENT4,MODE_PAIEMENT5,MODE_PAIEMENT6,MODE_PAIEMENT7,MODE_PAIEMENT8,MODE_PAIEMENT9,MODE_PAIEMENT10,EQUIPEMENT1,EQUIPEMENT2,EQUIPEMENT3,EQUIPEMENT4,EQUIPEMENT5,EQUIPEMENT6,EQUIPEMENT7,EQUIPEMENT8,EQUIPEMENT9,EQUIPEMENT10,EQUIPEMENT11,EQUIPEMENT12,EQUIPEMENT13,EQUIPEMENT14,EQUIPEMENT15,EQUIPEMENT16,EQUIPEMENT17,EQUIPEMENT18,EQUIPEMENT19,EQUIPEMENT20,SERVICE1,SERVICE2,SERVICE3,SERVICE4,SERVICE5,SERVICE6,SERVICE7,SERVICE8,SERVICE9,SERVICE10,SERVICE11,SERVICE12,SERVICE13,SERVICE14,SERVICE15,SERVICE16,SERVICE17,SERVICE18,SERVICE19,SERVICE20,ACTIVITE1,ACTIVITE2,ACTIVITE3,ACTIVITE4,ACTIVITE5,CONFORT1,CONFORT2,CONFORT3,CONFORT4,CONFORT5,GROUPES_ACCEPTES,GROUPE_MAX,GROUPE_MIN,NBRE_SALLE_REUNION,NBRE_PERSONNES_SALLE,SUPERFICIE_SALLE,TARIF1_LIBELLE,TARIF1_MIN,TARIF1_MAX,TARIF2_LIBELLE,TARIF2_MIN,TARIF2_MAX,TARIF3_LIBELLE,TARIF3_MIN,TARIF3_MAX,TARIF4_LIBELLE,TARIF4_MIN,TARIF4_MAX,TARIF5_LIBELLE,TARIF5_MIN,TARIF5_MAX,TARIF6_LIBELLE,TARIF6_MIN,TARIF6_MAX,TARIF7_LIBELLE,TARIF7_MIN,TARIF7_MAX,TARIF8_LIBELLE,TARIF8_MIN,TARIF8_MAX,TARIF9_LIBELLE,TARIF9_MIN,TARIF9_MAX,TARIF10_LIBELLE,TARIF10_MIN,TARIF10_MAX,TARIF11_LIBELLE,TARIF11_MIN,TARIF11_MAX,TARIF12_LIBELLE,TARIF12_MIN,TARIF12_MAX,TARIF13_LIBELLE,TARIF13_MIN,TARIF13_MAX,TARIF14_LIBELLE,TARIF14_MIN,TARIF14_MAX,TARIF15_LIBELLE,TARIF15_MIN,TARIF15_MAX,TARIF16_LIBELLE,TARIF16_MIN,TARIF16_MAX,TARIF17_LIBELLE,TARIF17_MIN,TARIF17_MAX,TARIF18_LIBELLE,TARIF18_MIN,TARIF18_MAX,TARIF19_LIBELLE,TARIF19_MIN,TARIF19_MAX,TARIF20_LIBELLE,TARIF20_MIN,TARIF20_MAX
FMACHA0080010058,Atelier Verger,Fêtes et Manifestations,,Divers,,,,,,,,,,8290,LIART,FRANCE,,,,,,,,49.75999,4.347301,,,,Atelier Verger,Animation PNR,"Découverte de la richesse des vergers traditionnels et des techniques de taille et de greffe des arbres fruitiers, avec mise en pratique dans le verger.","De 14h à 17h30Prévoir greffoir ou sécateur, chaussures de marche et vêtements de pluie. Places limitées, réservation obligatoire auprès du Parc 03 24 42 90 57Organisé par le Parc naturel régional des Ardennes et animé par lassociation CroqArdenne",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/8172ea3c-2b16-4d13-bc0e-19f19aeb1861/pnr.jpg,,,,,,,,,,,,,03/09/16,03/09/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visite gratuite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011991,Atelier-Parc (Taille et greffe au verger),Fêtes et Manifestations,Animation locale,Divers,,,,,,,,,,8170,HAYBES,FRANCE,03 24 42 90 57,,,accueil@parc-naturel-ardennes.fr,,http://www.parc-naturel-ardennes.fr,,50.01061,4.706894,,,,Atelier-Parc (Taille et greffe au verger),Haybes-Ardenne-France,"Un rendez-vous à ne pas manque le samedi 10 septembre 2016: Découverte de la richesse des vergers traditionnels et des techniques de taille et de greffe des arbres fruitiers, avec mise en pratique dans le verger.","De 14h à 17h30 Tout public - GratuitPrévoir greffoir ou sécateur, chaussures de marche et vêtements de pluie.Places limitées, réservation auprès du parc + 33 (0)3 24 42 90 57 (Organisé par le PNR et animé par l'association Croq'Ardenne) Renseignements complémentaires sur www.parc-naturel-ardennes.fr",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/35c30b0d-d442-46d1-942d-93368bdd2cfb/an-apple-3-1387571.jpg,,,,,,,,,,,,,10/09/16,10/09/16,,,,,,,,,Autres,,,,,accueil@parc-naturel-ardennes.fr,03 24 42 90 57,03 24 42 90 58,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011632,Ateliers de démonstration de peinture sur objets ,Fêtes et Manifestations,,Exposition,,,,,,,10 place carnot ,Office de Tourisme ,,8400,VOUZIERS,FRANCE,03 24 71 97 57 ,,,info-tourisme@argonne-ardennaise.fr,lubiato@wanadoo.fr,,,49.40206,4.711936,,,,Ateliers démonstration de peinture sur objet ,,De 14h à 17h,"Dans le cadre de lexposition savoir-faire de Monique Lubiato à l'Office de Tourisme, nous vous proposons des ateliers de démonstration des techniques de peinture sur objet en bois. Peinture qui redonne vie aux objets et qui s'articule autour de l'utile et du décoratif.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/597240f0-fb31-4052-9ab6-b4c21d37256b/atelier+mme+lubiato+%c2%a9+otaa+-+micka%c3%abl+jeanty++(3).jpg,,,,,,,,,,,,,07/09/16,07/09/16,17/09/16,17/09/16,21/09/16,21/09/16,01/10/16,01/10/16,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010873,Ateliers poterie/modelage adultes avril,Fêtes et Manifestations,Manifestation Culturelle,Divers,,,,,,,5 rue Ami la Ville,,,8360,HERPY L'ARLESIENNE,FRANCE,03 24 38 49 11,06 26 01 39 37,,laforgedherpy@gmail.com,,http://www.laforgedherpy.com,,49.52439,4.193128,,,,Ateliers poterie/modelage adultes avril,,,Tous les mardis de 14h à 16h pour débutants ou initiésA partir de 16 ans50 par trimestre (fournitures et cuissons comprises)première séance de découverte est gratuite,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/1ed1cbf7-a275-447e-a22e-eedb1645312e/logo+la+forge.jpg,,,,,,,,,,,,,05/04/16,05/04/16,12/04/16,12/04/16,19/04/16,19/04/16,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010867,Ateliers poterie/modelage adultes juin,Fêtes et Manifestations,Manifestation Culturelle,Divers,,,,,,,5 rue Ami la Ville,,,8360,HERPY L'ARLESIENNE,FRANCE,06 26 01 39 37,03 24 38 49 11,,laforgedherpy@gmail.com,,http://www.laforgedherpy.com,,49.52439,4.193128,,,,Ateliers poterie/modelage adultes juin,,,Tous les mardis de 14h à 16h pour débutants ou initiésA partir de 16 ans50 par trimestre (fournitures et cuissons comprises)première séance de découverte est gratuite,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/13fccb66-0e26-461f-9654-fce5c600ea97/logo+la+forge.jpg,,,,,,,,,,,,,07/06/16,07/06/16,14/06/16,14/06/16,21/06/16,21/06/16,28/06/16,28/06/16,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010872,Ateliers poterie/modelage adultes mai,Fêtes et Manifestations,Manifestation Culturelle,Divers,,,,,,,5 rue Ami la Ville,,,8360,HERPY L'ARLESIENNE,FRANCE,03 24 38 49 11,06 26 01 39 37,,laforgedherpy@gmail.com,,http://www.laforgedherpy.com,,49.52439,4.193128,,,,Ateliers poterie/modelage adultes mai,,,Tous les mardis de 14h à 16h pour débutants ou initiésA partir de 16 ans50 par trimestre (fournitures et cuissons comprises)première séance de découverte est gratuite,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/646b933b-e706-45bb-ab2c-73c44f7c0912/logo+la+forge.jpg,,,,,,,,,,,,,10/05/16,10/05/16,17/05/16,17/05/16,24/05/16,24/05/16,31/05/16,31/05/16,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011670,Aymon Folk Festival 2016,Fêtes et Manifestations,Musique,Concert,,,,,,,Platelle des 4 Fils Aymon,,,8120,BOGNY SUR MEUSE,FRANCE,,,,,,http://www.aymonfolkfestival.fr/,,49.84687,4.754945,,,,Aymon Folk Festival 2016,,"Balcon naturel perché sur le panorama magnifique de la Vallée de la Meuse, la Platelle des Quatre Fils Aymon sera pour la 19e année consécutive, le théâtre d'un festival de musique qui ne ressemble à aucun autre.","Plébiscité chaque année par le public pour son cadre exceptionnel et sonambiance festive et conviviale, le Aymon Folk Festival s'illustre unenouvelle fois par la richesse de sa programmation.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/2f0aa800-33ad-4e9b-a97a-194e5c57b166/aymon+folk+16.jpg,,,,,,,,,,,,,22/07/16,23/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011570,Balade de l'été du mercredi,Fêtes et Manifestations,Nature et détente,Randonnée,,,,,,,Prieuré,,,8230,REGNIOWEZ,FRANCE,,,,,,,,49.93761,4.429788,,,,Randonnée pédestre du mercredi en été,Rendez vous à 18h30 ,Parcours de 10km environ.,,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/1f93d7eb-a5e3-4179-bb9e-bb018741fde7/dsc02888fourmie77.jpg,,,,,,,,,,,,,27/07/16,27/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,Espèces,,,,,,,,,,Parking,Salle d'animation,,,,,,,,,,,,,,,,,,,Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,participant,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080008548,Balade des bords de Meuse,Fêtes et Manifestations,Nature et détente,Visite guidée,,,,,,,4 place Ducale,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 55 69 90,,,contact@charleville-tourisme.com,,http://charleville-tourisme.com,,49.77397,4.719927,,,,Balade des bords de Meuse,Balade accompagnée et commentée,Tous les vendredis de juillet-août - de 15h30 à 17h30,Une belle balade le long de la Meuse pour aller voir l'entrée de la Vallée de la Meuse et comprendre le rôle fondamental de ce fleuve pas si tranquille.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/fffc025f-177e-4d8d-8f77-f361ce806a80/2006-07-29-141909.jpg,http://cnstlltn.com/master/e5bf81bf-7500-42db-a9de-bf456c7abe63/2006-08-26-151302_web.jpg,,,,,,Animaux acceptés,,,,,,08/07/16,08/07/16,15/07/16,15/07/16,26/08/16,26/08/16,,,,,,,,,,,,,,,,,,,,,,,,,français,anglais,néerlandais,,,Carte de crédit,Chèques,Chèques bancaires et postaux,Espèces,Eurocard - Mastercard,Visa,,,,,Aire de pique-nique,Bar,Bar à thème,Boutiques,Parking,Parking autocar,Parking privé,Tables de pique-nique,,,,,,,,,,,,,Bar,Commerce alimentaire,Commerces,Commerces 1ère nécessité,Point argent,Vente de produits touristiques,Visites individuelles guidées,Visites individuelles libres,Visites guidées,Visites groupes guidées,Visites pédagogiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080008513,Balade des Remparts à Mézières,Fêtes et Manifestations,Animation locale,Visite guidée,,,Historique,Médiéval,,Office de Tourisme de Charleville-Mézières,Place de la Basilique,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 55 69 90,,,contact@charleville-tourisme.com,,http://www.charleville-tourisme.com,,49.76136,4.715159,,,,Balade des Remparts de Mézières,,départ à 16h30 parvis de la Basilique de Mézièressur réservation auprès de l'Office de Tourisme,"Une balade pour cerner l'ancienne cité fortifiée sauvée par le Chevalier Bayard en 1521. Ancienne cité marchande devenue sentinelle du nord du royaume, marquée par toutes les guerres du 19° et 20° siècle. Cette visite guidée vous plongera dans l'Histoire d'une ville restée fière de son passé. Une visite guidée par un passionné de Mézières.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/7852b488-7b7d-4e34-8fbb-2c79a17b7c2b/charleville_dsc_3332__web.jpg,http://cnstlltn.com/master/ea51dd07-b639-4d32-8320-ff2ee36421c7/dtr_0422_web.jpg,http://cnstlltn.com/master/055334c7-910a-4e50-afa5-805673713e64/statue-de-bayard-square-bayard_.jpg,,,,,Animaux acceptés,,,,,,07/07/16,07/07/16,21/07/16,21/07/16,28/07/16,28/07/16,04/08/16,04/08/16,11/08/16,11/08/16,,,,,,,,,,,,,,,,,,,,,français,anglais,espagnol,,,Carte de crédit,Chèques,Espèces,Cartes de paiement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080006868,Balade Récital Sur les Pas de Rimbaud,Fêtes et Manifestations,Manifestation Culturelle,Visite guidée,,,Littérature,Poésie,,,4 place Ducale,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 55 69 90,,,contact@charleville-tourisme.com,,http://www.charleville-tourisme.com,,49.77397,4.719927,,,, Balade récital Sur les Pas de Rimbaud,,de 16 h à 18h - départ Office de Tourisme de Charleville-Mézières - sur réservation,"Michel Mélin, du Théâtre d'Ern, vous emmènera pour une balade unique sur les traces d'Arthur Rimbaud. Les poèmes quil égrainera le long de cette déambulation guidée feront résonner les lieux traversés par le poète carolo-macérien, cela jusqu'à La Maison des Ailleurs qui marquera la conclusion de cette promenade pleine d'émotion.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/3bff591d-c858-4fd8-9695-edc84db6b473/cre%c2%b4dit+ville3_web.jpg,http://cnstlltn.com/master/b47a00cc-db6a-4cf9-8d1c-5e04be98cf80/rimbaud_par_carjat2_web.jpg,,,,,,Animaux acceptés,Accès handicapés,,,,,29/07/16,29/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,Carte de crédit,Chèques,Chèques bancaires et postaux,Espèces,Eurocard - Mastercard,Visa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010159,Balade semi nocturne contée,Fêtes et Manifestations,Insolite,Randonnée,,,Randonnée,,,,Place Terre Cadet,,,8090,MONTCORNET,FRANCE,03 24 54 94 20,,,,,,,49.83053,4.629327,,,,Marche de nuit aux flambeaux,,,Au retour collation offerte,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/73ce8a10-5be2-48d3-b1b9-3b565860652c/2013-08-14+16.19.35.jpg,,,,,,,,,,,,,27/08/16,27/08/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,Parking,,,,,,,,,,,,,,,,,,,,Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,participation,5.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010686,Balades Champêtres,Fêtes et Manifestations,,Randonnée,,,,,,,,,,8230,ROCROI,FRANCE,03 24 54 20 06,,,,,,,49.92515,4.519757,,,,Vos Balades Champêtre,Tous les mardis de juillet et août,,L'office de Tourisme de Rocroy et du Nord Ouest Ardennais vous propose tous les mardis une randonnée à pieds l'après midi d'environ 8-10 kilomètres.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/aff59ebd-9d9f-4506-aa6b-918d0c6717aa/marche-gourmande-alsace.jpg,,,,,,,,,,,,,05/07/16,05/07/16,12/07/16,12/07/16,19/07/16,19/07/16,26/07/16,26/07/16,02/08/16,02/08/16,,,,,,,,,,,,,,,,,,,,,français,anglais,,,,Chèques bancaires et postaux,Espèces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visites groupes guidées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adulte,2.00,2.00,enfant,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011749,Balades guidées et commentées de l'Office de Tourisme des crêtes préardennaises,Fêtes et Manifestations,,,,,,,,,,,,8430,LAUNOIS SUR VENCE,FRANCE,03 24 35 02 69,,,ot.cretes@orange.fr,,,,49.65385,4.538758,,,,Balades commentées par l'office de tourisme,,de 14h à 20h,"Inscrivez-vous à l'Office de Tourisme des Crêtes Préardennaises et participez aux balades guidées pour seulement 2.Vendredi 8 juillet, à Thin le Moutiers  Le bois de Néparcy Vendredi 15 juillet, à Roche  Sur les pas de Rimbaud Vendredi 22 juillet, à Sery  Sentier découverte Mont de Sery Vendredi 29 juillet, à Neuville Day  Le Donjon de Day Vendredi 5 août, à Launois sur Vence,  Le chemin des Sources et Marché de Producteurs de Pays Vendredi 12 août, à Omont  Sentier découverte d'Omont Vendredi 19 août, à Guigunicourt sur Vence  La vallée de Mérale et de l'Arboretum Vendredi 26 août, à Lalobbe  La Régal'Balade (De 14h à 20h : balade commentée et gourmande, sur réservation, pour 14)",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/4545cbcf-e64d-482a-a1d4-f315986b68ca/1916_randonnee-foret-etangs-3188-laetis-credit-laetis_1008x672.jpg,,,,,,,,,,,,,08/07/16,08/07/16,15/07/16,15/07/16,22/07/16,22/07/16,29/07/16,29/07/16,05/08/16,05/08/16,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011978,"Barrages de la Meuse, à l'heure de la modernisation",Fêtes et Manifestations,Nature et détente,Randonnée,,,,,,,,,,8170,FUMAY,FRANCE,03 24 42 90 57,,,accueil@parc-naturel-ardennes.fr,,http://www.parc-naturel-ardennes.fr,,49.99446,4.705971,,,,"Barrages de la Meuse, à l'heure de la modernisation",Fumay-Ardenne-France,"Le samedi 14 mai, nous vous convions à un balade pour découvrir les travaux de modernisation des barrages sur la Meuse, et la nécessité de préserver les continuités écologiques (Trame Bleue) et les paysages de la vallée.","Horaires à préciserBalade +/- 3 km Tout public. GratuitPrévoir des chaussures de marche, gourde d'eau et vêtements de pluie.Places limitées, réservation auprès du Parc : +33 (0)3 24 42 90 57(Organisé et animé par les Amis du Parc et BAMEORenseignements complémentaires : www.parc-naturel-ardennes.fr",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/29eba7fa-5c9b-4748-af7f-fb9c616f24d7/ro010699.jpg,,,,,,,,,,,,,14/05/16,14/05/16,,,,,,,,,Autres,,,,,accueil@parc-naturel-ardennes.fr,03 24 42 90 57,03 24 42 90 58,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080005898,Biennale Internationale de Poésie  Les Ailleurs ,Fêtes et Manifestations,Manifestation Culturelle,Festival,,,Littérature,Poésie,"Pop musique (rock, pop, rap, ...)",,,,,8000,CHARLEVILLE MEZIERES,FRANCE,,,,,,http://http://www.charleville-mezieres.fr,,49.76208,4.726096,,,,Ğ LES AILLEURS ğ Festival international de poésie.,,"Devenus biennales et recentrés sur un temps fort de 4 jours (du 18 au 21 octobre 2012), Ğ les Ailleurs ğ se définissent comme un moment phare de l'expression de la poésie sous toutes ses formes, avec comme thématique centrale l'uvre poétique contemporaine et bien sûr la figure incontournable d'Arthur Rimbaud.","-Soirée lectures Ğ Les mondes nomades de Vénus et Fédérica ğ.  Tu me parles dans ta langue, je te comprends dans la mienne  Edouard Glissant. Avec l'association Passages: vendredi 12 octobre à 20h à l'auditorium du Musée des Ardennes.-Projection de docume",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/b14d0c88-1586-4783-8ef9-162c8befe6c2/b14d0c88-1586-4783-8ef9-162c8befe6c2_134.jpg,,,,,,,,Accès handicapés,,,,,15/10/16,23/10/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080012011,Bigard  Nous les femmes ,Fêtes et Manifestations,Manifestation Culturelle,Spectacle,,,,,,,,Parc des expositions,,8000,CHARLEVILLE MEZIERES,FRANCE,,,,,,,,49.76208,4.726096,,,,Bigard  Nous les femmes ,,A partir de 21h45,Billetterie en vente : Carrefour / Fnac / Intermarché,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/c1af9795-0017-4d35-bcdd-6679eb0e0753/nous+les+femmes.jpg,,,,,,,,,,,,,15/04/16,15/04/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011159,Bike and Run de Noel,Fêtes et Manifestations,Manifestation sportive,Compétition sportive,,,Noël,,,,Château Fort de Sedan,,,8200,SEDAN,FRANCE,,,,sedan-triathlon@orange.fr,,http://www.sedan-triathlon.com/,,49.70182,4.949385,,,,Bike and Run de Sedan,,,"Les candidats s'élancent de la Cour intérieure, pour une épreuve de 13 km autours du Château Fort de Sedan.Pendant une heure, les douves, le Champ de Mars et le Palais des Princes deviennent le théâtre d'une bataille ou les guerriers ont pour seule et unique monture leur VTT.",Bike and Run,,Free for visitors.,"13:45: Start of the youth event (from the inner court of the Castle)?14:30: Start of the adult event (from the inner court of the Castle)Bike and Run adepts start from the inner court of the Castle for a 12 km (7.5 miles) trial in the moat, the Champ de Mars and around the Princely Palace.?In this site marked by history and countless combats, the warriors of the 21st century will confront each other for an hour, with their MTB as their only mount.?First, the youngest will be competing on the slopes of the medieval city.?To make things easier for the organisers, participants are asked to register in advance. ?The first 75 valiant knights of the race to register in advance will be entitled to a sample of the traditional brew of the former Principality.??Organisation and information: Team Sedan Triathlon?E-mail: sedan_triathlon@orange.fr",,,,,,,,,,,,,http://cnstlltn.com/master/be598fbe-a877-4384-bd08-42289fe796cf/1936432_1115566255143144_5362234067248294485_n.jpg,http://cnstlltn.com/master/62979f70-c1ff-4a5e-a73c-b1cb8e5a9f0d/735101_1115566581809778_7116707696817862605_n.jpg,http://cnstlltn.com/master/bd59736e-ca63-4775-bf1a-da621428b4c5/23363572434_9678ad5497_h.jpg,,,,,,,,,,,28/12/16,28/12/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
