"ID","TITRE","TYPE","SSTYPE","CATEGORIE","STYLE","EVENEMENT","THEME1","THEME2","THEME3","RAISONSOCIALE","ADRESSE1","ADRESSE2","ADRESSE3","CODEPOSTAL","COMMUNE","PAYS","TEL1","TEL2","FAX","EMAIL1","EMAIL2","WEB1","WEB2","GPSX","GPSY","SIRET","APE","RCS","DESCRIPTIF_TITRE_FRANCAIS","DESCRIPTIF_SSTITRE_FRANCAIS","DESCRIPTIF_CHAPEAU_FRANCAIS","DESCRIPTIF_ARTICLE_FRANCAIS","DESCRIPTIF_TITRE_ANGLAIS","DESCRIPTIF_SSTITRE_ANGLAIS","DESCRIPTIF_CHAPEAU_ANGLAIS","DESCRIPTIF_ARTICLE_ANGLAIS","DESCRIPTIF_TITRE_ALLEMAND","DESCRIPTIF_SSTITRE_ALLEMAND","DESCRIPTIF_CHAPEAU_ALLEMAND","DESCRIPTIF_ARTICLE_ALLEMAND","DESCRIPTIF_TITRE_ESPAGNOL","DESCRIPTIF_SSTITRE_ESPAGNOL","DESCRIPTIF_CHAPEAU_ESPAGNOL","DESCRIPTIF_ARTICLE_ESPAGNOL","DESCRIPTIF_TITRE_ITALIEN","DESCRIPTIF_SSTITRE_ITALIEN","DESCRIPTIF_CHAPEAU_ITALIEN","DESCRIPTIF_ARTICLE_ITALIEN","PHOTO1","PHOTO2","PHOTO3","CLASSEMENT","LABEL1","LABEL2","LABEL3","ANIMAUX","HANDICAPE","TOURISME_HANDICAP1","TOURISME_HANDICAP2","TOURISME_HANDICAP3","TOURISME_HANDICAP4","DATEDU1","DATEAU1","DATEDU2","DATEAU2","DATEDU3","DATEAU3","DATEDU4","DATEAU4","DATEDU5","DATEAU5","CONTACT1TYPE","CONTACT1CIVI","CONTACT1NOM","CONTACT1PRENOM","CONTACT1FONCTION","CONTACT1EMAIL","CONTACT1TEL","CONTACT1FAX","CONTACT2TYPE","CONTACT2CIVI","CONTACT2NOM","CONTACT2PRENOM","CONTACT2FONCTION","CONTACT2EMAIL","CONTACT2TEL","CONTACT2FAX","CHAINE1","CHAINE2","CHAINE3","CHAINE4","LANGUE1","LANGUE2","LANGUE3","LANGUE4","LANGUE5","MODE_PAIEMENT1","MODE_PAIEMENT2","MODE_PAIEMENT3","MODE_PAIEMENT4","MODE_PAIEMENT5","MODE_PAIEMENT6","MODE_PAIEMENT7","MODE_PAIEMENT8","MODE_PAIEMENT9","MODE_PAIEMENT10","EQUIPEMENT1","EQUIPEMENT2","EQUIPEMENT3","EQUIPEMENT4","EQUIPEMENT5","EQUIPEMENT6","EQUIPEMENT7","EQUIPEMENT8","EQUIPEMENT9","EQUIPEMENT10","EQUIPEMENT11","EQUIPEMENT12","EQUIPEMENT13","EQUIPEMENT14","EQUIPEMENT15","EQUIPEMENT16","EQUIPEMENT17","EQUIPEMENT18","EQUIPEMENT19","EQUIPEMENT20","SERVICE1","SERVICE2","SERVICE3","SERVICE4","SERVICE5","SERVICE6","SERVICE7","SERVICE8","SERVICE9","SERVICE10","SERVICE11","SERVICE12","SERVICE13","SERVICE14","SERVICE15","SERVICE16","SERVICE17","SERVICE18","SERVICE19","SERVICE20","ACTIVITE1","ACTIVITE2","ACTIVITE3","ACTIVITE4","ACTIVITE5","CONFORT1","CONFORT2","CONFORT3","CONFORT4","CONFORT5","GROUPES_ACCEPTES","GROUPE_MAX","GROUPE_MIN","NBRE_SALLE_REUNION","NBRE_PERSONNES_SALLE","SUPERFICIE_SALLE","TARIF1_LIBELLE","TARIF1_MIN","TARIF1_MAX","TARIF2_LIBELLE","TARIF2_MIN","TARIF2_MAX","TARIF3_LIBELLE","TARIF3_MIN","TARIF3_MAX","TARIF4_LIBELLE","TARIF4_MIN","TARIF4_MAX","TARIF5_LIBELLE","TARIF5_MIN","TARIF5_MAX","TARIF6_LIBELLE","TARIF6_MIN","TARIF6_MAX","TARIF7_LIBELLE","TARIF7_MIN","TARIF7_MAX","TARIF8_LIBELLE","TARIF8_MIN","TARIF8_MAX","TARIF9_LIBELLE","TARIF9_MIN","TARIF9_MAX","TARIF10_LIBELLE","TARIF10_MIN","TARIF10_MAX","TARIF11_LIBELLE","TARIF11_MIN","TARIF11_MAX","TARIF12_LIBELLE","TARIF12_MIN","TARIF12_MAX","TARIF13_LIBELLE","TARIF13_MIN","TARIF13_MAX","TARIF14_LIBELLE","TARIF14_MIN","TARIF14_MAX","TARIF15_LIBELLE","TARIF15_MIN","TARIF15_MAX","TARIF16_LIBELLE","TARIF16_MIN","TARIF16_MAX","TARIF17_LIBELLE","TARIF17_MIN","TARIF17_MAX","TARIF18_LIBELLE","TARIF18_MIN","TARIF18_MAX","TARIF19_LIBELLE","TARIF19_MIN","TARIF19_MAX","TARIF20_LIBELLE","TARIF20_MIN","TARIF20_MAX"
"ITICHA0080000083","Circuit du Patrimoine en Argonne","Itinéraires touristiques","Routier",,"Circuit",,"Historique",,,,"Départ possible de Vouziers",,,8400,"VOUZIERS","FRANCE",,,,,,,,"49.40206","4.711936",,,,,,,"L'Argonne, pays de la gaize et du fer, de l'eau et de la forêt livre un peu de son histoire et de son identité à travers son patrimoine. Cet itinéraire du patrimoine est une invitation à une promenade dans le temps et l'espace.Vous découvrirez à travers cette boucle 32 villages d'Argonne ardennaise et meusienne. Livret en vente 2  à l'Office de Tourisme de Vouziers - disponible également en néerlandais.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/89e82677-c5ce-4250-ad8c-06d21b40588e/89e82677-c5ce-4250-ad8c-06d21b40588e_134.png",,,,,,,,,,,,,2009-01-01,2009-12-31,,,,,,,,,"Office de Tourisme",,"OFFICE DE TOURISME DE L'ARGONNE ARDENNAISE",,,"info-tourisme@argonne-ardennaise.fr","03.24.71.97.57",,"Association",,"ASPV","M. Michel COISTIA",,"m.coistia@free.fr","+33 (0)3 24 71 86 09",,,,,,"français",,,,,"Espèces",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prix du livret","0.00","2.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000135","Circuit Historique de la Bataille de Stonne","Itinéraires touristiques","Routier",,"Circuit",,"Historique",,,,,,,8390,"STONNE","FRANCE","03 24 29 79 91",,,,,,,"49.54949","4.931939",,,,"Circuit Historique de la Bataille de Stonne",,"Accessible toute l'année","Stonne et ses environs furent l'un des hauts lieux de la résistance de l'Armée Française face à la Wehrmacht en mai et juin 1940. Au départ de Stonne,un circuit historique agrémenté de totems explicatifs relie les lieux de la bataille en une 15 aine d'étapes dont notamment le site observatoire du Pain de Sucre, les Grandes Armoises et la Forêt du Mont-Dieu.","Battle of Stonne Historical Tour",,"Available all year round.","Stonne and its surrounding area was one of the most important places of resistance by the French Army against the Wehrmacht in May and June 1940. Starting from Stonne, a historical tour is marked out by signs linking the scenes of battle with about 15 stages, including notably the observation point at Le Pain de Sucre, Les Grandes Armoises and Le Mont-Dieu ForestLa Marche de la Division Margueritte",,,,,,,,,,,,,"http://cnstlltn.com/master/8a46aae1-a4cf-4c23-ae5f-fe8cc97aa646/patrimoine_naturel-le_pain_de_sucre-stonne-%c2%a9cc3c-003.jpg","http://cnstlltn.com/master/5d02113b-fe69-4631-8e9d-4b7a9d3ac27f/patrimoine_naturel-le_pain_de_sucre-stonne-%c2%a9cc3c-014.jpg","http://cnstlltn.com/master/23ca6e94-56dc-41f9-9e26-4c399f9d808d/patrimoine_naturel-le_pain_de_sucre-stonne-%c2%a9cc3c-009.jpg",,,,,"Animaux acceptés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000109","Circuit Rimbaud","Itinéraires touristiques","Pédestre",,"Itinéraire",,"Culturel",,,,,,,8000,"CHARLEVILLE MEZIERES","FRANCE",,,,,,"http://www.actual.tm.fr",,"49.76208","4.726096",,,,"Circuit Rimbaud",,"Sur les traces du célèbre poète dans sa vie natale.","Niveau facile A pied A voir : 1 - Statue Arthur Rimbaud 2 - Maison natale 3 - Maison des Ailleurs 4 - Musée Arthur Rimbaud 5 - Statue Arthur Rimbaud 6 - Médiathèque Ğ Voyelles ğ 7 - Tombe 3 km environ · Situation : centre ville Charleville-Mézières · Balisage : non",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/d2cf7937-1941-487a-a1ac-8bcb470b110b/d2cf7937-1941-487a-a1ac-8bcb470b110b_134.jpg","http://cnstlltn.com/master/46f75fd2-76e6-4b68-9353-af40e4704301/46f75fd2-76e6-4b68-9353-af40e4704301_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000108","Circuit vélo lac des Vieilles Forges 150km","Itinéraires touristiques","Cyclotouriste",,"Circuit",,"Naturel",,,,,,,8500,"LES MAZURES","FRANCE",,,,,,,,"49.88928","4.55677",,,,"Boucle de 150km au départ du Lac des Vieilles Forges","Cliquez sur les documents pour les télécharger",,"Lors de ce parcours vous allez découvrir la Thiérache et ses églises fortifiées, les petits villages et la campagne avec ses paysages vallonnés. Les Crêtes Préardennaise avec Launois sur Vence village étape pour l'Autoroute, ses monument dont l'ancien relais de Poste. Pour le retour vous passez près des villages autour de Charleville Mézières puis Sécheval et les Mazures.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/4a4addde-f3f2-43bb-9e33-7c55b8b63005/4a4addde-f3f2-43bb-9e33-7c55b8b63005_134.jpg","http://cnstlltn.com/master/8463ff6e-0956-4981-b973-81f5eeb950d1/8463ff6e-0956-4981-b973-81f5eeb950d1_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000105","Circuit vélo Vieilles Forges 30 km","Itinéraires touristiques","Cyclotouriste",,"Insolite",,"Naturel",,,,,,,8500,"LES MAZURES","FRANCE",,,,,,,,"49.87124","4.610653",,,,"Circuit vélo les Vieilles Forges 30km","Boucle","Cliquer sur le document pour le télécharger.","Venez roulez dans notre forêt au départ du camping des Vieilles Forges en suivant l'itinéraire joint, vous pouvez faire des arrêts dans les villages. Renwez vous rafraîchir et restaurer sur la place, Harcy petit village ardennais, Bourg Fidèle et son panorama valloneux. Puis retour sur les Mazures et le camping.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/d2ff20c8-b074-44e3-ab16-c037c9e321bf/d2ff20c8-b074-44e3-ab16-c037c9e321bf_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000148","Circuit VTT   Falières ","Itinéraires touristiques",,,"Circuit",,,,,,,,,8500,"REVIN","FRANCE","03 24 42 92 42",,,,,,,"49.94189","4.637199",,,,"Circuit VTT  Falières  - Revin-Ardenne-France","Circuit n° 16","Apprêtez-vous à entrer dans la légende! En plein coeur du fabuleux massif des Ardennes, la vallée de la Meuse vous invite à découvrir une forêt mythique regorgeant de mystères.","Ici on a coutume de dire que sous chaque pierre sommeille une légende. Un patrimoine merveilleux est juste là, à quelques coups de pédales.Alors, enfourchez votre vélo et laissez-vous guider par votre imagination, vous allez vivre à coup sûr une aventure fantastique.Balisage sur le terrain: Flèche jaune sous laquelle se trouve le n° du circuit (n°16) sur fond de couleur bleu.Le fond de couleur, sur lequel se trouve le n° du circuit, indique le degré de difficulté du circuit.Vert: Très facileBleu: FacileRouge: DifficileNoir : Très difficileA noter :Circuit n° 16 : 17 kmDurée: 2h30Difficulté: FacilePoint de départ : 65 quai Edgar QuinetDénivelé: 460 mètresEspace VTT-FCC ouvert du 1er avril au 30 septembre","Mountain bike trail  Falières  - Revin-Ardenne-France","Circuit n° 16","The Meuse valley, in the heart of the Ardennes, invites you to discover a mythical forest, full of mysteries.","Here, the saying goes that every stone hides a legend, and many you'll find in your way. A wonderful heritage is there, waiting for you to discover.So ride your bike, breathe properly and let your imagination be your guide. For sure, you'll live a fantastic adventure. Off you go!The trail is identified by a yellow arrow and a number (16)It is defined by a colour according to its difficulty:Green: Very easy Blue: Easy Red: Difficult Black: Very difficult Note : Circuit 16: 17 km Duration: 2h30Level: EasyStarting point: Quay Edgar Quinet n° 65Difference in level: 460 meters Opening period: From April 1st to September 30th",,,,,,,,,,,,,"http://cnstlltn.com/master/49a1bf14-e616-4093-8f99-809b70895571/espace+vtt+revin+caravel.jpg","http://cnstlltn.com/master/65585c1f-5a0d-45bf-860c-c1a0de2494c3/balisage+vtt.gif","http://cnstlltn.com/master/e9484b0e-0fae-4b76-8805-dfa17cdaf37e/espace+vtt+(2).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000147","Circuit VTT  La Faux ","Itinéraires touristiques",,,"Circuit",,,,,,,,,8500,"REVIN","FRANCE","03 24 42 92 42",,,,,,,"49.94189","4.637199",,,,"Circuit VTT  La Faux  - Revin-Ardenne-France","Circuit n° 15","Apprêtez-vous à entrer dans la légende! En plein coeur du fabuleux massif des Ardennes, la vallée de la Meuse vous invite à découvrir une forêt mythique regorgeant de mystères.","Ici on a coutume de dire que sous chaque pierre sommeille une légende. Un patrimoine merveilleux est juste là, à quelques coups de pédales.Alors, enfourchez votre vélo et laissez-vous guider par votre imagination, vous allez vivre à coup sûr une aventure fantastique.Balisage sur le terrain: Flèche jaune sous laquelle se trouve le n° du circuit (n°15) sur fond de couleur bleu.Le fond de couleur, sur lequel se trouve le n° du circuit, indique le degré de difficulté du circuit.Vert: Très facileBleu: FacileRouge: DifficileNoir : Très difficileA noter :Circuit n° 15 : 7 kmDurée: 1 heurePoint de départ : 65 quai Edgar QuinetDifficulté: FacileDénivelé: 35 mètresEspace VTT-FCC ouvert du 1er avril au 30 septembre","Mountain bike trail  La Faux  - Revin-Ardenne-France","Circuit n° 15","The Meuse valley, in the heart of the Ardennes, invites you to discover a mythical forest, full of mysteries.","Here, the saying goes that every stone hides a legend, and many you'll find in your way. A wonderful heritage is there, waiting for you to discover.So ride your bike, breathe properly and let your imagination be your guide. For sure, you'll live a fantastic adventure. Off you go!The trail is identified by a yellow arrow and a number (15)It is defined by a colour according to its difficulty:Green: Very easy Blue: Easy Red: Difficult Black: Very difficult Note : Circuit 15: 7 km Duration: 1 hourLevel: EasyStarting point: Quay Edgar Quinet n° 65Difference in level: 35 meters Opening period: From April 1st to September 30th",,,,,,,,,,,,,"http://cnstlltn.com/master/aa6f3def-b560-4001-9c9c-b0ee1b7c9a1d/espace+vtt+revin+caravel.jpg","http://cnstlltn.com/master/a049c06b-4d29-41a4-9eec-57bc28caafec/balisage+vtt.gif","http://cnstlltn.com/master/20b8a0bd-66ce-4a1c-9cf8-31cba72b70d7/espace+vtt+(2).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000146","Circuit VTT  Le Malgré-Tout ","Itinéraires touristiques",,,"Circuit",,,,,,,,,8500,"REVIN","FRANCE","03 24 42 92 42",,,,,,,"49.94189","4.637199",,,,"Circuit VTT  Le Malgré-Tout  - Revin-Ardenne-France","Circuit n° 13","Apprêtez-vous à entrer dans la légende! En plein coeur du fabuleux massif des Ardennes, la vallée de la Meuse vous invite à découvrir une forêt mythique regorgeant de mystères.","Ici on a coutume de dire que sous chaque pierre sommeille une légende. Un patrimoine merveilleux est juste là, à quelques coups de pédales.Alors, enfourchez votre vélo et laissez-vous guider par votre imagination, vous allez vivre à coup sûr une aventure fantastique.Balisage sur le terrain: Flèche jaune sous laquelle se trouve le n° du circuit (n°13) sur fond de couleur rouge.Le fond de couleur, sur lequel se trouve le n° du circuit, indique le degré de difficulté du circuit.Vert: Très facileBleu: FacileRouge: DifficileNoir : Très difficileA noter :Circuit n° 13: 18 kmPoint de départ: 65 quai Edgar QuinetDifficulté: difficileDénivelé: 335 mètresDurée: 3 heuresEspace VTT-FFC ouvert du 1er avril au 30 septembre.","Mountain bike trail  Le Malgré-Tout  - Revin-Ardenne-France","Circuit n° 13","The Meuse valley, in the heart of the Ardennes, invites you to discover a mythical forest, full of mysteries.","Here, the saying goes that every stone hides a legend, and many you'll find in your way. A wonderful heritage is there, waiting for you to discover.So ride your bike, breathe properly and let your imagination be your guide. For sure, you'll live a fantastic adventure. Off you go !The trail is identified by a yellow arrow and a number (13)It is defined by a colour according to its difficulty:Green: Very easy Blue: Easy Red: Difficult Black: Very difficult Note: Circuit 13: 18 km Starting point: Quay Edgar Quinet n° 65Level: DifficultDifference in level: 335 meters Duration: 3 hoursOpening period: From April 1st to September 30th",,,,,,,,,,,,,"http://cnstlltn.com/master/54cf81d2-cd84-405d-974b-40c09c1b3dad/espace+vtt+revin+caravel.jpg","http://cnstlltn.com/master/da4fff7c-5e41-4e82-9701-15d874d015d7/balisage+vtt.gif","http://cnstlltn.com/master/cbbc2362-5b03-4664-a94b-82be0be86e5b/espace+vtt+(2).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000149","Circuit VTT  Les Marquisades ","Itinéraires touristiques",,,"Circuit",,,,,,,,,8500,"REVIN","FRANCE","03 24 42 92 42",,,,,,,"49.94189","4.637199",,,,"Circuit VTT  Les Marquisades  - Revin-Ardenne-France","Circuit n° 14","Apprêtez-vous à entrer dans la légende! En plein coeur du fabuleux massif des Ardennes, la vallée de la Meuse vous invite à découvrir une forêt mythique regorgeant de mystères.","Ici on a coutume de dire que sous chaque pierre sommeille une légende. Un patrimoine merveilleux est juste là, à quelques coups de pédales.Alors, enfourchez votre vélo et laissez-vous guider par votre imagination, vous allez vivre à coup sûr une aventure fantastique.Balisage sur le terrain: Flèche jaune sous laquelle se trouve le n° du circuit (n°14) sur fond de couleur rouge.Le fond de couleur, sur lequel se trouve le n° du circuit, indique le degré de difficulté du circuit.Vert: Très facileBleu: FacileRouge: DifficileNoir : Très difficileA noter :Circuit n° 14 : 12 kmDifficulté: DifficileDurée: 2 heuresPoint de départ : 65 quai Edgar QuinetDénivelé: 250 mètresEspace VTT-FCC ouvert du 1er avril au 30 septembre","Moutain bike trail  Les Marquisades  - Revin-Ardenne-France","Circuit n° 14","The Meuse valley, in the heart of the Ardennes, invites you to discover a mythical forest, full of mysteries.","Here, the saying goes that every stone hides a legend, and many you'll find in your way. A wonderful heritage is there, waiting for you to discover.So ride your bike, breathe properly and let your imagination be your guide. For sure, you'll live a fantastic adventure. Off you go!The trail is identified by a yellow arrow and a number (14)It is defined by a colour according to its difficulty:Green: Very easy Blue: Easy Red: Difficult Black: Very difficult Note : Circuit 14: 12 km Level: DifficultStarting point: Quay Edgar Quinet n° 65Difference in level: 250 meters Duration: 2 hoursOpening period: From April 1st to September 30th",,,,,,,,,,,,,"http://cnstlltn.com/master/b529e254-5e0b-49ae-a810-26bff0ec955d/espace+vtt+revin+caravel.jpg","http://cnstlltn.com/master/035809d3-8d22-4147-8892-0deb87d2ff2d/balisage+vtt.gif","http://cnstlltn.com/master/519a2ac2-baf5-4dcd-96d0-7981a98bcb66/espace+vtt+(2).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000049","Circuit VTT Boucle des Quatre Frères ","Itinéraires touristiques",,,"Circuit",,"Naturel",,,,,,,8460,"SIGNY L'ABBAYE","FRANCE",,,,"randonnee@ardennes.com",,"http://www.ardennes.com/Portals/281/gps/circuit-vtt-4-freres-google.zip","http://www.ardennes.com/Portals/281/gps/circuit-vtt-4-freres-gps.zip","49.70161","4.400398",,,,"Circuit VTT Boucle des Quatre Frères (Signy-lAbbaye)",,"Circuit VTT d'une distance de 5 km, assez facile, départ du site de la Vénerie, Chêne Perché, Signy-lAbbaye","Balisage vert - circuit mixte : sentier forestier, chemin empierré, routeLe tracé de ce circuit est donné à titre indicatif. Pour effectuer cette randonnée il est préférable de se munir de la carte IGN 1/25 000 (série bleue) 2909O Signy-lAbbayeMerci au Chêne Perché pour ce circuit. Plus didées de balade sur le site : www.lecheneperche.com",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/32a4301e-837b-44cb-8dbb-48740e510b04/32a4301e-837b-44cb-8dbb-48740e510b04_134.jpg","http://cnstlltn.com/master/365a21ed-9d86-43f5-b8a1-ba1d1049335e/365a21ed-9d86-43f5-b8a1-ba1d1049335e_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ITICHA0080000175","Croisière sur la Meuse  Le Charlemagne ","Itinéraires touristiques","Fluvial","Croisières fluviales",,,,,,,"Place de la Tour",,,8600,"GIVET","FRANCE","06 82 55 58 26 ",,,"contact@ardenne-en-bateau.com",,"http://www.ardenne-en-bateau.com",,"50.1353","4.823688",,,,"Le Charlemagne",,,"Le bateau  Le Charlemagne  vous propose des croisières sur la Meuse au départ de Givet : Croisière-promenade, croisière-repas, croisière-pédagogique. Découvrez-les sur www.ardenne-en-bateau.comCroisière promenade : Cest la croisière-découverte, commentée par léquipage ou les Ğ greeters ğ, qui permet de découvrir la géographie, lhistoire et les us et coutumes de la région traversée. Elle peut être courte ou longue, simple ou plus élaborée en devenant apéritive, digestive ou Ğ café gourmand ğ. Croisière-repas : Cest la croisière pendant laquelle est servie de la restauration, de tous niveaux: de la simple assiette ardennaise au menu gastronomique quatre services, toute la variété est possible.Croisière pédagogique : Cest la croisière à lattention des enfants, en scolaire ou non-scolaire, qui permet de vivre une initiation au fleuve et découvrir, entre autres, lécluse, le barrage ou le tunnel fluvial",,,,"The boat  Le Charlemagne  offers a variety of cruises on the Meuse from Givet : Sightseeing cruise, Meal-cruise, Educational cruise. More informations : www.ardenne-en-bateau.com Sightseeing cruise: This is a discovery cruise, with comment by the captain or by  greeters , which give you some informations about geography, history and local traditions. It can be short or long, simple or more elaborate, the Charlemagne's crew can also offers you a tasting on board.Meal-cruise: It's the perfect cruise to have a break meal ! You can choose betwen a various dish from simple local meal to gourmet four-course menu .Educational cruise: That's a special focus to children with an introduction to waterway, sluice , dam or river tunnel ...",,,,,,,,,,,,,"http://cnstlltn.com/master/d597a149-eac0-45f8-b71f-e317d96c7766/charlemagne-hd.jpg","http://cnstlltn.com/master/ad48cdd9-58fe-44cf-ab88-a098bb1411e3/charlemagne+vu+de+haut+1.jpg","http://cnstlltn.com/master/626e57d2-33b4-49de-adea-d33769b73acc/charlemagne+vu+de+haut+2.jpg",,,,,,"Accès handicapés","Handicap auditif","Handicap mental","Handicap moteur","Handicap visuel",2016-03-26,2016-11-11,,,,,,,,,"Gestionnaire",,"BROUIR","Claude",,"contact@ardenne-en-bateau.com","09 75 18 03 00",,,,,,,,,,,,,,"français",,,,,"Chèques","Chèques Vacances","Espèces","Carte bancaire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Givet vu du fleuve (Givet)","5.00","9.00","Tous à la Pointe (Givet-Fumay-Givet)","7.50","29.00","La Franco-Belge gourmande (Givet-Hastière-Givet)","21.20","43.40","Objectif Sax (Givet-Dinant-Givet)","7.50","27.50","La sensationnelle (Givet-Aubrives-Givet)","6.00","17.00","La Sensationnelle gourmande (Givet-Vireux-Givet)","25.65","56.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
