"ID","TITRE","TYPE","SSTYPE","CATEGORIE","STYLE","EVENEMENT","THEME1","THEME2","THEME3","NB_PERSONNES_MAXI","NB_PERSONNES_MINI","RAISONSOCIALE","ADRESSE1","ADRESSE2","ADRESSE3","CODEPOSTAL","COMMUNE","PAYS","TEL1","TEL2","FAX","EMAIL1","EMAIL2","WEB1","WEB2","GPSX","GPSY","SIRET","APE","RCS","DESCRIPTIF_TITRE_FRANCAIS","DESCRIPTIF_SSTITRE_FRANCAIS","DESCRIPTIF_CHAPEAU_FRANCAIS","DESCRIPTIF_ARTICLE_FRANCAIS","DESCRIPTIF_TITRE_ANGLAIS","DESCRIPTIF_SSTITRE_ANGLAIS","DESCRIPTIF_CHAPEAU_ANGLAIS","DESCRIPTIF_ARTICLE_ANGLAIS","DESCRIPTIF_TITRE_ALLEMAND","DESCRIPTIF_SSTITRE_ALLEMAND","DESCRIPTIF_CHAPEAU_ALLEMAND","DESCRIPTIF_ARTICLE_ALLEMAND","DESCRIPTIF_TITRE_ESPAGNOL","DESCRIPTIF_SSTITRE_ESPAGNOL","DESCRIPTIF_CHAPEAU_ESPAGNOL","DESCRIPTIF_ARTICLE_ESPAGNOL","DESCRIPTIF_TITRE_ITALIEN","DESCRIPTIF_SSTITRE_ITALIEN","DESCRIPTIF_CHAPEAU_ITALIEN","DESCRIPTIF_ARTICLE_ITALIEN","PHOTO1","PHOTO2","PHOTO3","CLASSEMENT","LABEL1","LABEL2","LABEL3","ANIMAUX","HANDICAPE","TOURISME_HANDICAP1","TOURISME_HANDICAP2","TOURISME_HANDICAP3","TOURISME_HANDICAP4","DATEDU1","DATEAU1","DATEDU2","DATEAU2","DATEDU3","DATEAU3","DATEDU4","DATEAU4","DATEDU5","DATEAU5","CONTACT1TYPE","CONTACT1CIVI","CONTACT1NOM","CONTACT1PRENOM","CONTACT1FONCTION","CONTACT1EMAIL","CONTACT1TEL","CONTACT1FAX","CONTACT2TYPE","CONTACT2CIVI","CONTACT2NOM","CONTACT2PRENOM","CONTACT2FONCTION","CONTACT2EMAIL","CONTACT2TEL","CONTACT2FAX","CHAINE1","CHAINE2","CHAINE3","CHAINE4","LANGUE1","LANGUE2","LANGUE3","LANGUE4","LANGUE5","MODE_PAIEMENT1","MODE_PAIEMENT2","MODE_PAIEMENT3","MODE_PAIEMENT4","MODE_PAIEMENT5","MODE_PAIEMENT6","MODE_PAIEMENT7","MODE_PAIEMENT8","MODE_PAIEMENT9","MODE_PAIEMENT10","EQUIPEMENT1","EQUIPEMENT2","EQUIPEMENT3","EQUIPEMENT4","EQUIPEMENT5","EQUIPEMENT6","EQUIPEMENT7","EQUIPEMENT8","EQUIPEMENT9","EQUIPEMENT10","EQUIPEMENT11","EQUIPEMENT12","EQUIPEMENT13","EQUIPEMENT14","EQUIPEMENT15","EQUIPEMENT16","EQUIPEMENT17","EQUIPEMENT18","EQUIPEMENT19","EQUIPEMENT20","SERVICE1","SERVICE2","SERVICE3","SERVICE4","SERVICE5","SERVICE6","SERVICE7","SERVICE8","SERVICE9","SERVICE10","SERVICE11","SERVICE12","SERVICE13","SERVICE14","SERVICE15","SERVICE16","SERVICE17","SERVICE18","SERVICE19","SERVICE20","ACTIVITE1","ACTIVITE2","ACTIVITE3","ACTIVITE4","ACTIVITE5","CONFORT1","CONFORT2","CONFORT3","CONFORT4","CONFORT5","GROUPES_ACCEPTES","GROUPE_MAX","GROUPE_MIN","NBRE_SALLE_REUNION","NBRE_PERSONNES_SALLE","SUPERFICIE_SALLE","TARIF1_LIBELLE","TARIF1_MIN","TARIF1_MAX","TARIF2_LIBELLE","TARIF2_MIN","TARIF2_MAX","TARIF3_LIBELLE","TARIF3_MIN","TARIF3_MAX","TARIF4_LIBELLE","TARIF4_MIN","TARIF4_MAX","TARIF5_LIBELLE","TARIF5_MIN","TARIF5_MAX","TARIF6_LIBELLE","TARIF6_MIN","TARIF6_MAX","TARIF7_LIBELLE","TARIF7_MIN","TARIF7_MAX","TARIF8_LIBELLE","TARIF8_MIN","TARIF8_MAX","TARIF9_LIBELLE","TARIF9_MIN","TARIF9_MAX","TARIF10_LIBELLE","TARIF10_MIN","TARIF10_MAX","TARIF11_LIBELLE","TARIF11_MIN","TARIF11_MAX","TARIF12_LIBELLE","TARIF12_MIN","TARIF12_MAX","TARIF13_LIBELLE","TARIF13_MIN","TARIF13_MAX","TARIF14_LIBELLE","TARIF14_MIN","TARIF14_MAX","TARIF15_LIBELLE","TARIF15_MIN","TARIF15_MAX","TARIF16_LIBELLE","TARIF16_MIN","TARIF16_MAX","TARIF17_LIBELLE","TARIF17_MIN","TARIF17_MAX","TARIF18_LIBELLE","TARIF18_MIN","TARIF18_MAX","TARIF19_LIBELLE","TARIF19_MIN","TARIF19_MAX","TARIF20_LIBELLE","TARIF20_MIN","TARIF20_MAX"
"PNACHA0080000067","Base de Loisirs Etang de la Motte","Patrimoine naturel","Site naturel",,,,,,,,,,"Base de Loisirs",,,8380,"SIGNY LE PETIT","FRANCE","03 24 53 55 44",,,,,,,"49.9173","4.298744",,,,"Baignade surveillée","Juillet et Aout","Location de pédalo","2 surveillants de baignade viennent chaque année sur la Base de Loisirs de la Commune. Juillet et août tous les jours horaires variables, sauf le mardi.Parking à proximité, sanitaires et douches extérieures.Plusieurs sentiers de randonnées commencent ici que vous pouvez parcourir à pieds, Vélo, cheval.Le point info de signy le petit vous renseignera.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/dd64350c-6a1e-4c5b-a1c4-5a96e35a3164/dd64350c-6a1e-4c5b-a1c4-5a96e35a3164_134.jpg","http://cnstlltn.com/master/815e1298-316e-4091-8e6d-53ada72a39d7/815e1298-316e-4091-8e6d-53ada72a39d7_134.jpg","http://cnstlltn.com/master/b578cefb-882c-4e16-8281-171892235a79/b578cefb-882c-4e16-8281-171892235a79_134.jpg","Parc Naturel Régional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,"Aire de jeux","Aire de pique-nique","Jeux pour enfants","Parking","Parking autocar","Sentiers balisés","Tables de pique-nique","Toboggan",,,,,,,,,,,,,"Ouverture 24/24",,,,,,,,,,,,,,,,,,,,,,,,,"Point d'eau potable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000112","Bois du Dos le Loup","Patrimoine naturel","Bois et forêts",,,,,,,,,,"Parking de la Rochette",,,8200,"LA CHAPELLE","FRANCE",,,,,,,,"49.74275","5.016599",,,,"Bois du Dos le Loup","Le goulet de la Fange aux loups","Tout au long de cette randonnée, vous serez surpris par la quiétude et leffet ressourçant de la forêt. Aussi, les phénomènes géologiques qui le jalonnent forcent le respect !Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit.","Départ du parking de la Rochette. Partir vers létang de la Motte puis rejoindre le Gros Chêne. De là, gagner la ĞLaie de Villersğ puis la Cabane des scouts et Villers-Cernay. Retour par le Pré Pierre, le défilé de la Roche dor puis la route forestière de la Fange aux loups. Regagner la Rochette par létang de la Motte.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/0d4509b0-c6f0-4cc7-a9f1-be7fab4e3d7f/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-026.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Parking","Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000102","Découvrir Sedan","Patrimoine naturel","Sites et monuments historiques",,,,,,,,,,"35 Rue du Ménil",,,8200,"SEDAN","FRANCE",,,,,,,,"49.70013","4.949583",,,,"Découvrir Sedan","Cité dhistoire et de légendes","Partez à la rencontre de quelques uns des sites qui ont fait lhistoire de Sedan. Ces lieux chargés de mémoire et démotions donnèrent aussi corps à bon nombre de légendes. Ces randonnées peuvent se pratiquer à pied, à cheval ou à vélo.Accès Gratuit","Stationner devant le château fort de Sedan. Partir en direction de lhôpital St Vincent. Continuer jusquau Mémorial des chasseurs dAfrique. Retour par la voie Margueritte puis la voie de la Garenne. Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargements à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/bcd3efde-7360-4726-914a-8c6b291574da/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-034.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Parking","Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000123","Dolmen de la ganguille ","Patrimoine naturel","Site naturel",,,,,,,,,,,,,8460,"ST MARCEL","FRANCE","03 24 54 20 06",,,,,,,"49.76294","4.56729",,,,"L'allée couverte de Giraumont ou dolmen de la Ganguille","Date d'environ 2000 ans avant notre ère","Site à voir lors d'une randonnée pédestre de juillet ou août organisée par l'office de tourisme de Rocroy","Il mesure environ 5 mères de long, trois dalles de grès pesant jusqu'à 10 tonnes couvrent deux chambres et sont supportées par des murs en pierres appareillées. Une sépulture gauloise adventice a été déposée par la suite à son flanc extérieur.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/d4556ac7-d377-44d5-a9fd-cdfe9830f8f9/11031089_859033890832629_6510284918938845270_n.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,"Ouverture 24/24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000044","Domaine de la Croix Piot","Patrimoine naturel","Parcs et jardins",,,,,,,,,,"Rue de Moscou",," ",8350,"DONCHERY","FRANCE",,,,,,,,"49.6824","4.874668",,,,"La Croix Piot",,"Entrée Gratuite.Balade pédestre.","En 887, cette résidence carolingienne fut donnée par lempereur Charles le Gros à labbaye Saint Médard de Soissons qui y fonda un prieuré. A proximité du triple confluent de la Meuse, de la Bar et de la Vrigne, Donchery contrôlait une importante voie de passage et se trouvait au pied du massif stratégique de la Marfée à la Croix Piot. La guerre de 1870 est celle qui a fait le moins souffrir la ville restée en marge de la bataille de Sedan, bien que les 5ème et 11ème Corps prussiens y aient franchi la Meuse le 1er septembre pour participer à lencerclement de lArmée de Chalons. Cest à la Croix Piot que le 31 août sinstalla le roi de Prusse, mais, dès le lendemain matin, il descendit avec son état major au lieu-dit Ğ les petits arbres ğ pour mieux suivre la bataille. Le 2 septembre, la commune de Donchery fut le théâtre des rencontres préliminaires de la capitulation chez le maire Amour et à la maison du Tisserand pour aboutir à la signature de la capitulation par Napoléon III au château de Bellevue.1914 fut lannée la plus terrible pour la ville de Donchery, détruite fin août à 98% ! Le repli général des forces françaises vers la Meuse conduisit le 25 août la 4ème Armée à assurer la défense du secteur Sedan- Donchery.Le lendemain, les Allemands bombardèrent la ville pendant plusieurs heures et lincendièrent, incendie qui dura 4 jours. Lennemi tenta de franchir la Meuse sur deux ponts de bois, mais fut stoppé toute la matinée par lartillerie française qui tirait de la Croix Piot. Le 27 août, lordre de repli général lancé par Joffre obligea nos troupes à se retirer en combattant jusquà la Marne. Les Allemands terrorisèrent alors la population par leurs exactions et fusillèrent plusieurs habitants... Le 10 mai 1940, non seulement le système de fortifications de Montmedy -Sedan était dans un état dimpréparation déplorable, mais en outre un vide existait entre les deux Armées voisines, la II ème commandée par le général Huntziger, contesté, responsable de la défense de Sedan- Donchery et la IXème commandée par le général Corap. Deux jours après avoir violé la neutralité belge, les Panzer Division du XIX Corps blindé du général Guderian atteignaient la Meuse le 12 mai en fin daprès-midi, pénétrant dans Floing et dans Sedan.","La Croix Piot",,,"In 887, this carolingian residence was given to the Abbey Saint Medard in Soissons by the Emperor Charles le Gros who founded a priory at this place. Near the triple confluence of the Meuse, of the Bar and of the Vrigne rivers, Donchery controlled an important road and was at the foot of the strategic massif of the Marfee at the Croix Piot.The 1870 war was the one which caused the least damage to the town was out-of-the- way of the battle of Sedan, although the 5th. and the 11th. Prussian army corps had crossed the Meuse river here to participle in the surrounding of the Chalons Army.It was at the Croix Piot that the King of Prussia took position, but on the following morning, he descended with his officers to the place known as the small trees in order to better follow the battle.On the 2nd of September, the town of Donchery was the theatre in the house of the mayor and in the Weavers House of the preliminary meetings for the capitulation of Napoleon III in the castle of Bellevue. 1914 was the worst year for the town of Donchery, of which 98% was destroyed at the end of August. The general withdrawal of the French forces towards the Meuse on the 25th of August meant that the 4th. Army had to assure the defense of the Sedan-Donchery sector. The following day, the Germans bombed the town for several hours and set it on fire, a fire which lasted for days. The enemy tried to cross the Meuse on two wooden bridges, but were prevented from doing so all morning by the French artillery, who was firing from the Croix Piot. On the 27th of August, the order for a general withdrawal given by Joffre obliged our troops to withdraw to the Marne still fighting. The germans then terrorized the population with their exactions and shot many inhabitants...On the 10th of May 1940, not only was the system of fortification of Montmedy-Sedan in a deplorable state by lack of preparation, but also a void existed between the two neighbouring armies, the 2nd commanded by the General Huntziger, contested, responsible for the defense of Sedan- Donchery, and the 9th commanded by the General Corap. 48 hours after having violated Belgian neutralite, the Panzer Division of the 19th Armoured Corps of General Guderian reached the Meuse on the 12th of May in late afternoon, entering Floing and Sedan.","La Croix Piot",,,"Im Jahre 887 wurde diese karolingische Residenz der Abtei Sankt Medard in Soissons vom Kaiser Karl dem Grossen gegeben. Diese stiftete dort eine Propstei. Am Zusammenfluß der Maas, Bar und Vrigne kontrollierte Donchery also eine bedeutende Durchzugstrasse am Fuß des strategischen Massivs der Marfee in die Croix Piot. Obwohl die 5te und 11te preussischen Korpsen dort am 1ten September über die Maas gingen, um an dem Einschliessen der französischen Armee von Chalons teilzunehmen, hatte die am Rand der Schlacht von Sedan gebliebene Stadt am wenigsten unter dem 1870er Krieg zu leiden. In der Croix Piot quartierte sich ja der König von Preussen am 31sten August ein, am folgenden Morgen aber ging er mit seinem Stab in den Flurnamen  les petits arbres  ( die kleinen Baüme) hinab, um dem Ablauf der Schlacht besser folgen zu können. Am 2ten September war die Gemeinde von Donchery bei dem Bürgermeister, Herrn Amour, und im Haus des Tisserand (Webers), der Schauplatz der Diskussionen vor der Kapitulation, die mit der Unterschrift von Napoleon dem IIIten im Schloß von Bellevue zu Ende gingen. Das Jahr 1914 dagegen war das schrecklichste Jahr für die Stadt Donchery, die Ende August um 98% zerstört wurde! Der Abmarsch der französischen Streitkräfte nach der Maas verursachte die Verteidigung des Sektors Sedan-Donchery am 25sten August von der 4ten Armee. Am folgenden Tag bombardierten die Deutschen die Stadt während mehreren Stunden und steckten sie 4 Tagelang in Brand. Der Feind versuchte, auf zwei Brücken aus Holz den ganzen Vormittag über die Maas zu gehen, konnte aber nicht, weil die französische Artillerie von der Croix Piot ab ihn zurückschlug. Am 27sten August kommandierte der Marschall Joffre den Generalabmarsch, was unsere Truppen dazu zwang, sich beim Kämpfen bis an die Marne zurückzuziehen. Die Deutschen terrorisierten dann mit Erpressungen und Untaten die Bevölkerung und erschossen mehrere Bewohner...Am 10ten Mai 1940 war die Befestigunglinie Montmedy Sedan in einem verheerenden Zustand von Nicht- Vorbereitung einerseits und andererseits existierte eine Lücke zwischen der IIten Armée unter Befehl des bestrittenen Generals Huntziger, der für die Verteidigung von Sedan  Donchery verantwortlich war, und der IXten unter dem Befehl von dem General Corap. Korps vom General Guderian die belgische Neutralität gebrochen hatten, erreichten sie spät am Nachmittag des 12ten Mai die Maas und zogen in Floing und Sedan ein.",,,,,,,,,"http://cnstlltn.com/master/951c8d6b-20ea-4360-ac9b-541b62219e5b/logo-me%c2%b4moire.jpg",,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,"Information",,"Monsieur le Maire",,,,"03 24 26 00 89","03 24 26 00 39","Autres",,"Monsieur le Maire",,,,"03 24 26 00 89","03 24 26 00 39",,,,,,,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000029","Etang d'Aire","Patrimoine naturel","Site naturel",,,,,,,,,,,,,8190,"AIRE","FRANCE","+33 (0)3 24 72 50 28",,,,,,,"49.48116","4.161616",,,,"Etang d'Aire",,,"Carte communale en vente à la mairie.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/59aa73e2-3b82-4d09-9302-b1d4d9eead62/59aa73e2-3b82-4d09-9302-b1d4d9eead62_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000065","Etang d'Asfeld","Patrimoine naturel","Site naturel",,,,,,,,,,,,,8190,"ASFELD","FRANCE",,,"+33 (0)3 24 72 57 88",,,,,"49.47518","4.119649",,,,"Etang d'Asfeld",,,,,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/ad796172-6f11-4a49-b90d-3f1e904b98bf/ad796172-6f11-4a49-b90d-3f1e904b98bf_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000033","Etang de Le Thour","Patrimoine naturel","Site naturel",,,,,,,,,,,,,8190,"LE THOUR","FRANCE","+33 (0)3 24 72 40 21",,,,,,,"49.53909","4.086591",,,,"Etang de Le Thour",,,,,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/50d0f868-1e45-4d02-878b-324279ea353a/50d0f868-1e45-4d02-878b-324279ea353a_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000024","Etang d'Houdilcourt","Patrimoine naturel","Site naturel",,,,,,,,,,,,,8190,"HOUDILCOURT","FRANCE","+33 (0)3 24 72 92 42",,,,,,,"49.425","4.12291",,,,"Etang d'Houdilcourt",,,,,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/46525eb8-38a8-4297-b129-b2717833d0ca/46525eb8-38a8-4297-b129-b2717833d0ca_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000103","France-Belgique","Patrimoine naturel","Bois et forêts",,,,,,,,,,"Base de Loisirs du Bannet",,,8200,"GIVONNE","FRANCE",,,,,,,,"49.71972","4.987588",,,,"Rando France-Belgique","Au délà des frontières","Est venu le temps de partir à laventure et de découvrir les sentiers légen- daires reliant lArdenne Sedanaise à la Belgique. Partez sur les pas des chevaliers à travers une forêt dexception et des paysages à létat brut.Ces randonnées peuvent se pratiquer à pied, à cheval ou à vélo.Accès Gratuit","Stationner à la Base de loisirs du Bannet. Prendre la direction de la Hatrelle.Emprunter la voie de la Verrerie jusquau bois de Robessart. De là, gagner la Belgique (Maison Verlaine, Roche aux fées) puis filer par la voie du Bouillonnais, la vallée de la Belle Taille et Olly.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/21116d1d-b540-42d6-983a-3d9e3c85f957/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-059.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Aire de pique-nique","Jeux pour enfants","Parking","Sentiers balisés","Tables de pique-nique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000040","Jardin Botanique de Sedan","Patrimoine naturel","Parcs et jardins",,,,,,,,,,"Avenue Philippoteaux",,,8200,"SEDAN","FRANCE","03 24 27 73 73",,,,,,,"49.69669","4.938988",,,,"Flânerie au Jardin Botanique de Sedan",,"Entré gratuite.Ouvert tous les jours de 9h à 18h.","Au cur de la ville de Sedan, le jardin botanique vous offre une halte verdoyante. Les arbres centenaires aux essences exotiques, le plan d'eau, le kiosque sont autant d'éléments à découvrir. En 1875, la suppression du bastion du Bourbon permet daérer la ville en créant la place Alsace-Lorraine et le jardin botanique. Le plan du jardin est imaginé en 1891 par René Richer, paysagiste de Sedan. Dès la fin du XIXème siècle, toute la société se retrouvait dans les allées du jardin pour se balader, danser le musette ou écouter la fanfare. Une très jolie statue de Paul et Virginie, en terre cuite, sculptée par Visseau, ornait le jardin. Le sculpteur avait imaginé un dispositif permettant au parapluie de laisser un perpétuel ruissellement. Malheureusement, le cyclone de 1905 brisa la statue qui nest toujours pas restaurée à ce jour. Des maçonneries arborescentes (uvre du cimentier Bourdet) ornent le petit kiosque, le pont et le transformateur.","Botanical Garden's Sedan",,"Free admission.Open daily from 9am to 6pm.","At the heart of the town of Sedan, the botanical garden offers the perfect resting place amongst the greenery.Ancient trees with exotic species, the lake and the kiosk are all things to discover.In 1875, the removal of the bastion of Bourbon helped aerate the city by creating the Alsace-Lorraine Square and the Botanical Garden.The garden plan was devised in 1891 by René Richer, a landscape architect from Sedan.By the late nineteenth century, the whole of society could be found along the garden paths walking, dancing to bagpipes or listening to the band.A very beautiful clay statue of Paul and Virginia, carved by Visseau, once adorned the garden.The sculptor had conceived a device that allowed perpetual runoff from the umbrella.Unfortunately, the 1905 cyclone smashed the statue and it has still not been restored to date.Tree masonry (work of cement-maker Bourdet) adorns the small kiosk, the bridge and the transformer.",,,,,,,,,,,,,"http://cnstlltn.com/master/0bb9a0d7-492a-4a72-a30d-233de96fd7b3/0bb9a0d7-492a-4a72-a30d-233de96fd7b3_134.jpg","http://cnstlltn.com/master/024d236d-3d35-4093-ade8-ddd869a88871/024d236d-3d35-4093-ade8-ddd869a88871_134.jpg",,,,,,,"Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,"Jardin","Jardin ombragé","Jeux pour enfants","Parc","Parking","Parking autocar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Entrée Gratuite","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000104","LAire aux Oiseaux","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8200,"LA CHAPELLE","FRANCE",,,,,,,,"49.74275","5.016599",,,,"L'aire aux Oiseaux","Au coeur dune forêt millénaire","Y sentirez-vous lappel de la déesse Arduinna? Ce lieu mystique fut au coeur de nombreux rituels. Les sorcières de Pouru-aux-Bois y auraient même eu pour habitude dy tenir leur sabbat...Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit","Départ depuis le dépôt du Gros Chêne. Prendre le sentier qui mène au Gros Chêne, puis poursuivre jusquà revenir à la route du Mortehan. La suivre jusquà Pouru-aux-Bois. Rejoindre ensuite la Crayonnerie (par le Pragnou). Avant Villers-Cernay, prendre vers la cabane des scouts. Retour le long du ruisseau de la Fange Rouge.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/9ed15db2-9dc2-40a0-a0eb-2a6fb974f4d8/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-045.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000019","La Boucle du Porcien","Patrimoine naturel","Site naturel",,,,,,,,,,,,,8360,"CHATEAU PORCIEN","FRANCE",,,,,,,,"49.52781","4.244607",,,,"La Boucle du Porcien",,,"Ce sentier du Sud-Ouest des Ardennes présente l'avantage de découvrir plusieurs types de paysages caractéristiques de notre département : les plaines crayeuses de la Champagne, et les vallons verdoyants.Situation : Château-Porcien, à 10 km à l'Ouest de Rethel.A voir en chemin : Butte du château, maison forte de Wignacourt 15e, église Saint-Thibault 16e-18e.Points de vue sur la vallée de l'Aisne.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/5fbb4ac1-890e-4a12-90ad-2a37b4168e57/5fbb4ac1-890e-4a12-90ad-2a37b4168e57_134.jpg","http://cnstlltn.com/master/8ca0e7b2-43c0-4f73-9698-44bb2a806c1d/8ca0e7b2-43c0-4f73-9698-44bb2a806c1d_134.jpg","http://cnstlltn.com/master/f102e269-e55d-439d-8712-6876480865eb/f102e269-e55d-439d-8712-6876480865eb_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
