"ID","TITRE","TYPE","SSTYPE","CATEGORIE","STYLE","EVENEMENT","THEME1","THEME2","THEME3","NB_SALLE_RESTAURANT","NB_SALLE_CLIMATISEE","NB_COUVERT_MAX","NB_COUVERT_TERRASSE","RAISONSOCIALE","ADRESSE1","ADRESSE2","ADRESSE3","CODEPOSTAL","COMMUNE","PAYS","TEL1","TEL2","FAX","EMAIL1","EMAIL2","WEB1","WEB2","GPSX","GPSY","SIRET","APE","RCS","DESCRIPTIF_TITRE_FRANCAIS","DESCRIPTIF_SSTITRE_FRANCAIS","DESCRIPTIF_CHAPEAU_FRANCAIS","DESCRIPTIF_ARTICLE_FRANCAIS","DESCRIPTIF_TITRE_ANGLAIS","DESCRIPTIF_SSTITRE_ANGLAIS","DESCRIPTIF_CHAPEAU_ANGLAIS","DESCRIPTIF_ARTICLE_ANGLAIS","DESCRIPTIF_TITRE_ALLEMAND","DESCRIPTIF_SSTITRE_ALLEMAND","DESCRIPTIF_CHAPEAU_ALLEMAND","DESCRIPTIF_ARTICLE_ALLEMAND","DESCRIPTIF_TITRE_ESPAGNOL","DESCRIPTIF_SSTITRE_ESPAGNOL","DESCRIPTIF_CHAPEAU_ESPAGNOL","DESCRIPTIF_ARTICLE_ESPAGNOL","DESCRIPTIF_TITRE_ITALIEN","DESCRIPTIF_SSTITRE_ITALIEN","DESCRIPTIF_CHAPEAU_ITALIEN","DESCRIPTIF_ARTICLE_ITALIEN","PHOTO1","PHOTO2","PHOTO3","CLASSEMENT","LABEL1","LABEL2","LABEL3","ANIMAUX","HANDICAPE","TOURISME_HANDICAP1","TOURISME_HANDICAP2","TOURISME_HANDICAP3","TOURISME_HANDICAP4","DATEDU1","DATEAU1","DATEDU2","DATEAU2","DATEDU3","DATEAU3","DATEDU4","DATEAU4","DATEDU5","DATEAU5","CONTACT1TYPE","CONTACT1CIVI","CONTACT1NOM","CONTACT1PRENOM","CONTACT1FONCTION","CONTACT1EMAIL","CONTACT1TEL","CONTACT1FAX","CONTACT2TYPE","CONTACT2CIVI","CONTACT2NOM","CONTACT2PRENOM","CONTACT2FONCTION","CONTACT2EMAIL","CONTACT2TEL","CONTACT2FAX","CHAINE1","CHAINE2","CHAINE3","CHAINE4","LANGUE1","LANGUE2","LANGUE3","LANGUE4","LANGUE5","MODE_PAIEMENT1","MODE_PAIEMENT2","MODE_PAIEMENT3","MODE_PAIEMENT4","MODE_PAIEMENT5","MODE_PAIEMENT6","MODE_PAIEMENT7","MODE_PAIEMENT8","MODE_PAIEMENT9","MODE_PAIEMENT10","EQUIPEMENT1","EQUIPEMENT2","EQUIPEMENT3","EQUIPEMENT4","EQUIPEMENT5","EQUIPEMENT6","EQUIPEMENT7","EQUIPEMENT8","EQUIPEMENT9","EQUIPEMENT10","EQUIPEMENT11","EQUIPEMENT12","EQUIPEMENT13","EQUIPEMENT14","EQUIPEMENT15","EQUIPEMENT16","EQUIPEMENT17","EQUIPEMENT18","EQUIPEMENT19","EQUIPEMENT20","SERVICE1","SERVICE2","SERVICE3","SERVICE4","SERVICE5","SERVICE6","SERVICE7","SERVICE8","SERVICE9","SERVICE10","SERVICE11","SERVICE12","SERVICE13","SERVICE14","SERVICE15","SERVICE16","SERVICE17","SERVICE18","SERVICE19","SERVICE20","ACTIVITE1","ACTIVITE2","ACTIVITE3","ACTIVITE4","ACTIVITE5","CONFORT1","CONFORT2","CONFORT3","CONFORT4","CONFORT5","GROUPES_ACCEPTES","GROUPE_MAX","GROUPE_MIN","NBRE_SALLE_REUNION","NBRE_PERSONNES_SALLE","SUPERFICIE_SALLE","TARIF1_LIBELLE","TARIF1_MIN","TARIF1_MAX","TARIF2_LIBELLE","TARIF2_MIN","TARIF2_MAX","TARIF3_LIBELLE","TARIF3_MIN","TARIF3_MAX","TARIF4_LIBELLE","TARIF4_MIN","TARIF4_MAX","TARIF5_LIBELLE","TARIF5_MIN","TARIF5_MAX","TARIF6_LIBELLE","TARIF6_MIN","TARIF6_MAX","TARIF7_LIBELLE","TARIF7_MIN","TARIF7_MAX","TARIF8_LIBELLE","TARIF8_MIN","TARIF8_MAX","TARIF9_LIBELLE","TARIF9_MIN","TARIF9_MAX","TARIF10_LIBELLE","TARIF10_MIN","TARIF10_MAX","TARIF11_LIBELLE","TARIF11_MIN","TARIF11_MAX","TARIF12_LIBELLE","TARIF12_MIN","TARIF12_MAX","TARIF13_LIBELLE","TARIF13_MIN","TARIF13_MAX","TARIF14_LIBELLE","TARIF14_MIN","TARIF14_MAX","TARIF15_LIBELLE","TARIF15_MIN","TARIF15_MAX","TARIF16_LIBELLE","TARIF16_MIN","TARIF16_MAX","TARIF17_LIBELLE","TARIF17_MIN","TARIF17_MAX","TARIF18_LIBELLE","TARIF18_MIN","TARIF18_MAX","TARIF19_LIBELLE","TARIF19_MIN","TARIF19_MAX","TARIF20_LIBELLE","TARIF20_MIN","TARIF20_MAX"
"RESCHA0080000241","Le Cappadoce","Restauration",,"Restauration Rapide",,,"Cuisine méditerranéenne","Cuisine orientale",,0,0,0,,,"13 rue Faubourg de Pierre","21 rue Mantoue"," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 37 59 51","03 24 32 52 59",,,,,,"49.75763","4.717361",,,,"Le Cappadoce ",,,"Kebab",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/9b7c1a5c-1b7c-4220-acee-1faff8f4aa19/index.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000180","Le Carnot","Restauration",,"Brasserie",,,"Cuisine traditionnelle","Grill",,1,0,30,25,,"23 place Carnot",,,8400,"VOUZIERS","FRANCE","+33 (0)3 24 71 29 61",,,"eddy.leleux@orange.fr",,,,"49.39832","4.700008",,,,"Le Carnot ",,,"Bar-Brasserie en plein centre-ville, près de la mairie, avec terrasse. 30 couverts + 25 en terrasse (avril-octobre)Restauration tous les jours le midi sauf le dimanche",,,,,,,,,,,,,,,,,,,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,"Gérance",,"RISBEC","José",,,,,,,,,,,,,,,,,"français",,,,,"Carte de crédit","Chèques","Chèques Vacances","Espèces","Tickets-restaurant","Chèques déjeuners","Chèques restaurant",,,,"Terrasse",,,,,,,,,,,,,,,,,,,,"Bar / buvette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",30,2,0,0,0,"Plat du jour","7.50","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000042","Le Charlemagne ","Restauration","Restaurant","Pizzeria",,,,,,1,1,32,,,"1 rue Jean Noizet",," ",8130,"ATTIGNY","FRANCE","03 24 30 66 87",,,"pizzeria-le-charlemagne@orange.fr",,,,"49.47835","4.578099",,,,"Le Charlemagne à Attigny","32 couverts en intérieur","Pizzeria et restauration traditionnelleCadre médiéval et légendes ardennaises","Cadre médiéval de 32 places dont la carte s'inspire de l'histoire et des légendes ardennaises. Parking proche, wc aux normes handicapés. Soirées à thèmes sur réservation. Pizzas artisanales cuites au bois et restauration traditionnelle attachée aux produits de terroir. Ouvert tous les jours et jours fériés sauf le mercredi FERMÉ LE LUNDI DE DÉCEMBRE A MARS",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/d192685e-ffde-4220-8bae-4202e78bab9d/resto+-+le+palais+de+charlemagne.jpg","http://cnstlltn.com/master/42830f4a-57f3-451b-bfd5-5d84c3987313/restaurant-pizzeria-charlemagen-ardenne-sud-ardennes-attigny.jpg",,,,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français","anglais",,,,"Espèces","Carte bancaire",,,,,,,,,"Parking",,,,,,,,,,,,,,,,,,,,"Banquet","Traiteur","Vente à emporter",,,,,,,,,,,,,,,,,,,,,,,"Climatisation",,,,,"Y",32,1,,,,"menu a la carte","8.00","15.00","menu enfant","8.00","8.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000379","Le chat à deux têtes","Restauration","Restaurant","Cuisine traditionnelle",,,"Régionales française",,,,,,10,,"12 rue de Laon",,,8150,"LONNY","FRANCE","03 24 41 18 83",,,"chatdeuxtetes@gmail.com",,,,"49.81325","4.588154",,,,"Restaurant dans le village de Lonny","Ouvert tous les jours sauf le lundi à 10 minutes de Charleville","Menu à partir de 17","Restaurant situé au centre du village près de léglise, dans la cours du petit château. Le restaurant vous reçoit dans une ambiance chaleureuse et intimiste.  La cuisinière vous régale de ses plats régionaux et familiaux.  Seuls des produits frais sont cuisinés.  Vous pouvez aussi contacter le Chat à Deux Têtes pour réserver vos couverts et commander votre menu ! Des livres régionaux et des cartes postales sont aussi proposés et un espace info tourisme est mis à votre disposition. Il est également possible de recharger vos smartphones ou tablettes, sur place. Vous êtes végétarien ou végétalien, et vous voulez venir manger au restaurant du chat à deux têtes ? Prévenez-nous un ou deux jours avant votre venue afin que nous puissions adapter notre menu. Ne travaillant qu'avec des produits frais et n'ayant qu'un menu unique chaque jour notre cuisinière fait des miracles mais seulement si elle est au courant.  Végétariens et Végétaliens, vous êtes les bienvenus !",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/35dc457c-9a86-45b9-8fd5-93f1cf345c9d/35dc457c-9a86-45b9-8fd5-93f1cf345c9d_134.jpg","http://cnstlltn.com/master/c5bb1ae6-8b07-4af8-80e7-c2bf824ada2d/10442531_321749801313596_9077984734514880661_n.jpg","http://cnstlltn.com/master/015f281e-0f58-414a-ac70-db2d719e4bc2/10372956_321749627980280_5400508626943142867_o.jpg",,,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Etablissement",,"Jenouvrier",,,"chatdeuxtetes@gmail.com",,,,,,,,,,,,,,,"français","anglais",,,,"Chèques bancaires et postaux","Espèces","Tickets-restaurant","Carte bancaire","Chèques déjeuners","Chèques restaurant",,,,,"Jeux pour enfants","Parking","Parking privé","Salle de réunion","Terrasse",,,,,,,,,,,,,,,,"Animation thématique spécifique","Bar","Documentation Touristique","Espace enfant","Location de salles",,,,,,,,,,,,,,,,,,,,,"Chaise bébé","Parc et jardin","Wifi",,,"Y",15,,,,,"menu","17.00","17.00","plat du jour","11.00","11.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000127","Le Chat Botté","Restauration","Traiteur","Cuisine traditionnelle",,,"Cuisine gastronomique","Cuisine traditionnelle",,,,,,,"Rue de la Fontaine",,,8090,"BELVAL","FRANCE","+33 (0)3 24 52 96 78",,"03 24 52 96 78","lechatbotte.eurl@wanadoo.fr",,"http://www.restaurant-le-chat-botte.com",,"49.77549","4.635811",,,,"Restaurant Le Chat Botté",,,"Restaurant - traiteur - menus à emporter - chef à domicile.Terrasse ombragée.Les menus et la carte changent toutes les 12 semaines environ.Ouverture tous les jours du mardi au vendredi, le dimanche soir et le dimanche midi.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/73ea2b7a-7b2f-4000-9014-900188cd0a99/73ea2b7a-7b2f-4000-9014-900188cd0a99_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,"Terrasse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menu (entrée + plat)","15.00","65.00","Dessert","8.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000071","Le Clair Chêne","Restauration","Restaurant","Cuisine traditionnelle",,,"Cuisine traditionnelle",,,,,80,,,"42 rue de la 6ème DIC",,,8240,"SOMMAUTHE","FRANCE","+33 (0)3 24 30 22 13",,,"minouche08@wanadoo.fr",,,,"49.494","4.985647",,,,"Le Clair Chêne",,,"Bar et Restaurant situé dans le petit village de Sommauthe, à mi-chemin entre Sedan, Vouziers et Stenay. 80 couverts Ouvert tous les jours sauf le lundi",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/34aa4750-0988-45ee-8c3b-3e8706f2fe46/34aa4750-0988-45ee-8c3b-3e8706f2fe46_134.jpg",,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,"Gérance",,"GAIGNEUX","Christian",,"minouche08@wanadoo.fr","03 24 30 22 13",,,,,,,,,,,,,,"français",,,,,"Chèques bancaires et postaux","Espèces","Carte bancaire",,,,,,,,"Terrasse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,"Menu enfant (la semaine)","8.00","0.00","Menu du terroir enfant (le week-end)","10.00","0.00","Menu du jour (le week-end)","0.00","23.00","Menu du jour (la semaine)","0.00","13.50","Menu adulte (la semaine)","15.00","0.00","Menu du terroir adulte (le week-end)","20.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000415","Le Cleves","Restauration","Restaurant",,,,,,,,,,,,"Le Cleves - 43 rue de l'Arquebuse",,,8000,"CHARLEVILLE MEZIERES","FRANCE",,,,,,,,"49.77075","4.724068",,,,"RESTAURANT LE CLEVES",,"Nouveau!!! Restaurant d'application pédagogique à découvrir !","Un restaurant d'excellent rapport qualité-prix avec un accueil chaleureux et convivial à vocation d'insertion professionnelle à 5mn de la place Ducale et de la gare qui vous propose plusieurs formules : - Formule buffet tous les midis du lundi au vendredi. ! Parking gratuit pour les convives.A partir de 9 euros, plat unique. Pour 12,00  : formule entrée-plat ou plat-dessert. Pour 15,00  : formule entrée-plat-dessert.Service en salle de 12h00 à 14h00. Réservation conseillée pour les groupes de plus de 20 personnes.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/1f3f844b-c1cb-4999-8c2d-0eec92c9d7c7/affiche-cleves.jpg",,,"Non Classé",,,,,"Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français","anglais",,,,"Carte de crédit","Chèques","Chèques Vacances","Espèces","Tickets-restaurant",,,,,,"Parking privé","Salle de réunion",,,,,,,,,,,,,,,,,,,"Animaux refusés","Location de salles","Séminaire","Traiteur",,,,,,,,,,,,,,,,,,,,,,"Chaise bébé","Wifi",,,,"Y",,,,,,"Formule plat unique","9.00","9.00","Formule entrée-plat-dessert","15.00","15.00","Formule entrée-plat ou plat-dessert hors boissons","12.00","12.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000161","Le Clos Normand ","Restauration","Restaurant","Cuisine traditionnelle",,,,,,1,,65,,,"51 Grande Rue",," ",8430,"POIX TERRON","FRANCE","03 24 35 66 43",,,"leclosnormand@orange.fr",,,,"49.64977","4.632782",,,,"Le Clos Normand","65 couverts intérieur + 15 couvertes extérieur","Cuisine traditionnelle, banquet, pizza","Le clos Normand vous accueille tous les jours et vous propose une cuisine traditionnelle de qualité.Le restaurant a une capacité maximale de 65 couverts.Ouvert tous les jours FERMÉ LE DIMANCHE SOIR",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/5dbdecec-598f-4b86-879a-5a4ee2ce58e0/resto+-+le+clos+normand.jpg","http://cnstlltn.com/master/48b5b4e3-69fd-4031-8196-cc92c8ade904/48b5b4e3-69fd-4031-8196-cc92c8ade904_134.jpg",,,,,,,"Accès handicapés",,,,,,,,,,,,,,,"Autres",,"BERNARD","Philippe",,,,,,,,,,,,,,,,,"français",,,,,"Chèques","Espèces","Tickets-restaurant","Carte bancaire","Chèques restaurant",,,,,,"Parking","Terrasse",,,,,,,,,,,,,,,,,,,"Banquet","Bar","Vente à emporter",,,,,,,,,,,,,,,,,,,,,,,"Chaise bébé","Wifi",,,,"Y",80,1,,,,"Menu du jour","11.00","11.00","Menu ""Clos Normand""","28.50","28.50","Menue à la carte","18.50","18.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000347","Le Concept Bar à Vin","Restauration","Restaurant","Bar à vin",,,"Cuisine européenne","Cuisine traditionnelle",,,,,,,"37 Place Ducale",,,8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 22 57 03",,,,,,,"49.77317","4.721492",,,,"Le Concept Bar à Vin ",,"ouverture du mardi au samedi de 12h à 14h et le soir à partir de 18h30 - fermeture dimanche, lundi et mardi midi. Réservation au 03 24 22 57 03 pendant les horaires de service. Fermeture annuelle du 8 au 27 août 2015 inclus","Unique bar à vin de la Place Ducale qui propose plus de 60 références de vins servis au verre mais aussi de champagnes. Dégustations avec conseil d'un maitre sommelier de France.Whisky et bières Ardennaises à déguster autour dune planche de charcuterie et fromages ou quelques verrines et tapenades en accord avec votre choix de vin.Un festival d'arômes !",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/178f9813-8359-4384-a027-004e9f03a824/bar+a+vin+le+concept.jpg","http://cnstlltn.com/master/2d1ae9ab-64d8-4eaa-a651-dcaf40704d7a/bouteilles.jpg","http://cnstlltn.com/master/c230b9b4-a0d9-4946-85e2-dc3a66a31ca7/100_4302.jpg","Non Classé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français","anglais",,,,"Chèques","Chèques bancaires et postaux","Espèces","Tickets-restaurant","Carte bancaire","Chèques déjeuners","Chèques restaurant",,,,,,,,,,,,,,,,,,,,,,,,"Animation thématique spécifique","Bar","Documentation Touristique",,,,,,,,,,,,,,,,,,,,,,,"Climatisation",,,,,,,,,,,"Plat ","8.90","12.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000209","Le Cristal restaurant Maubert Fontaine","Restauration","Restaurant","Restauration Rapide",,,"Cuisine italienne","Cuisine traditionnelle",,1,,25,,"Café Restaurant ","24 route d'Hirson",," ",8260,"MAUBERT FONTAINE","FRANCE","03 24 35 45 99",,,,,,,"49.86734","4.428417",,,,"LE CRISTAL RESTAURANT","Restauration rapide, pizza à emporter","Ouvert tous les jours sauf le Mardi","N'hésitez pas à passer la porte de ce restaurant sur la route nationale dans le village de Maubert Fontaine, un grand parking vous attend juste en face. Mireille et son mari vous accueille dans un bar puis une salle de restaurant pour 25 couverts. Mireille peut vous préparer en plus de sa carte de petite restauration des plats traditionnels telque cassoulet maison, couscous, pot au feu avec des légumes qu'elle choisi avec soin. Mireille vous propose à partir du Jeudi soir au dimanche soir son kébabs à prendre sur place ou a emporter.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/979c290e-5210-4210-bcf8-11d5410e7671/979c290e-5210-4210-bcf8-11d5410e7671_134.jpg","http://cnstlltn.com/master/2c1d8d43-d25c-41d3-a699-596cec5d4fca/2c1d8d43-d25c-41d3-a699-596cec5d4fca_134.jpg",,,,,,,"Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,"Chèques bancaires et postaux","Espèces","Visa",,,,,,,,"Parking","Parking autocar",,,,,,,,,,,,,,,,,,,"Banquet","Bar / buvette","Vente à emporter",,,,,,,,,,,,,,,,,,,,,,,"Chaise bébé",,,,,"Y",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000286","Le Dalang - Restaurant de l'hötel Ibis ***","Restauration","Restaurant dans un hôtel","Brasserie",,,"Cuisine traditionnelle","Grill","Régionales française",,,45,,,"Rue Louise Michel",," ",8000,"VILLERS SEMEUSE","FRANCE","03.24.59.72.72",,"03.24.59.72.50","HO364@accor.com",,,,"49.73252","4.739894",,,,"Le Dalang - Restaurant de l'hötel Ibis ***","Restaurant","à 10 mn en voiture du centre de Charleville - Heures d'ouverture:12h00-14h00 - 19h00-22h30 - ouverture en semaine uniquement","Pour vos repas en famille ou professionnels, le restaurant Le Dalang vous propose une cuisine de terroir et traditionnelle et vous propose de déjeuner sur sa terrasse entourée de verdure.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/d0f43ed5-cad9-486b-98e1-58be3b009a33/photo+(112)_web.jpg","http://cnstlltn.com/master/dc3e327e-d6bf-4fc9-9808-045453ae7176/photo+(113)_web.jpg","http://cnstlltn.com/master/ae52062b-d443-435d-96b2-950e1e083151/photo+(114)_web.jpg","Restaurant de tourisme",,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Autres",,"MATUSZEWSKI ","Caroline",,,,,"Renseignement/Information",,"IBIS HOTEL",,,"H0364@accor.com","03.24.59.72.72","03.24.59.72.50","Ibis",,,,"français","anglais",,,,"American Express","Carte de crédit","Chèques","Chèques bancaires et postaux","Espèces","Eurocard - Mastercard","Tickets-restaurant","Visa",,,"Parking","Parking autocar","Salle de réunion","Terrasse",,,,,,,,,,,,,,,,,"Banquet","Bar","Brunch","Séminaire",,,,,,,,,,,,,,,,,,,,,,"Climatisation","Wifi",,,,"Y",,,,,,"Menu (entrée + plat + dessert)","21.00","0.00","Menu (entrée + plat ou plat + dessert)","16.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000298","Le Diabolo","Restauration","Restaurant","Bars",,,,,,,,110,,,"Centre LECLERC- Rue du Blanc Mont",,,8400,"VOUZIERS","FRANCE","03 24 71 20 63",,,,,,,"49.40206","4.711936",,,,"Le Diabolo",,,"Bar-Brasserie situé au sein du Centre Leclerc de Vouziers110 couvertsOuvert tous les jours",,,,,,,,,,,,,,,,,,,,,,,,,"Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français","anglais",,,,"Carte de crédit","Chèques","Espèces",,,,,,,,"Salle de réunion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Climatisation",,,,,,,,,,,"Plat du Jour","9.00","13.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000137","Le Filippi","Restauration","Restaurant","Cuisine traditionnelle",,,,,,0,0,0,,,"4 rue Principale",," ",8090,"HAM LES MOINES","FRANCE","03 24 53 60 98",,,"linsart.veronique@orange.fr",,,,"49.79498","4.599172",,,,"Le Filippi Restaurant et café","Ham les Moine","Ouvert tous les midis et les soirs sur réservation","Dans ce charmant village aux portes de Charleville Mézières et proche du chantier de l'autoroute le restaurant vous accueille midi et soir sur réservation, n'hésitez pas à visiter son église et sa halle nouvellement aménagée.Horaires : du lundi au vendredi de 6h30 à 20h le samedi de 8h à 22h et le dimanche de 8h à 14h.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/e241000c-6214-445e-8670-1fcf5616b28b/e241000c-6214-445e-8670-1fcf5616b28b_134.jpg","http://cnstlltn.com/master/9b784905-dbdb-4918-8bac-fab5e8e3338d/9b784905-dbdb-4918-8bac-fab5e8e3338d_134.jpg","http://cnstlltn.com/master/f0d8bebf-fe8b-4c50-90ef-468536855201/f0d8bebf-fe8b-4c50-90ef-468536855201_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,"Chèques","Chèques bancaires et postaux","Espèces","Tickets-restaurant",,,,,,,"Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vue intéressante",,,,,"Y",,,0,0,0,"plat du jour","8.00","8.00","Menu","13.00","13.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000090","LE FLEURITEL","Restauration",,,,,,,,0,0,0,,,"1, boulevard Jean Delautre",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03.24.37.41.11",,"03.24.37.53.06","contact@hotel-fleuritel.com",,"www.hotel-fleuritel.com",,"49.73963","4.717968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renseignement/Information",,"LE FLEURITEL",,,,"03.24.37.41.11","03.24.37.53.06","Direction",,"PERARD","Yves",,"Fleuritel","03.24.37.41.11","03.24.37.53.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000288","LE FRANCO BELGE","Restauration","Restaurant","Cuisine traditionnelle",,,,,,0,0,0,,,"2, rue Pasteur",," ",8800,"MONTHERME","FRANCE","03.24.53.01.20",,,"le.franco.belge@wanadoo.fr",,"perso.wanadoo.fr/francobelge",,"49.88673","4.737338",,,,"LE FRANCO BELGE",,,"Restaurant traditionnel dont les spécialités sont la Terrine de sanglier Maison, le Foie Gras Maison, le Sanglier aux framboises.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/776ec67b-fb3d-428b-b371-0ffef41888ed/logo+adf.jpg",,,,"2 Cocottes","Logis de France",,,,,,,,,,,,,,,,,,"Renseignement/Information",,"HOTEL RESTAURANT LE FRANCO BELGE",,,,"03.24.53.01.20",,"Gestionnaire",,"GORDIEN",,,"le.franco.belge@wanadoo.fr","03.24.53.01.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000720","Le Galion - Brasserie - Pizzeria","Restauration","Restaurant dans un hôtel","Pizzeria",,,,,,,,200,,,"Rue du Moulin Leblanc",,,8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 54 95 18",,,"restaurant-legalion@outlook.fr",,"http://www.restaurant-legalion.fr",,"49.77932","4.718441",,,,"Le Galion - Brasserie - Pizzeria",,"ouvert tous les jours sauf le jeudi - midi et soir - grande capacité (jusqu'à 200 couverts) - horaire des services : 12h/14h - 19h-22h30","Situé dans un vrai décor de pirates, Le Galion est une brasserie Pizzeria située à Charleville-Mézières idéal pour manger en famille grâce à son espace jeux enfant. Cet établissement propose des plats de brasserie élaborée avec des produits frais en direct des producteurs locaux.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/323b425d-1f99-4dcd-a7f9-070c7752b00e/le+galion+ancien+piratier.jpg","http://cnstlltn.com/master/389affa3-e86a-435c-9a03-7b0a46509632/la+galion+int%c3%a9rieur.jpg",,"Non Classé",,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français","anglais",,,,"Carte de crédit","Chèques","Chèques Vacances","Espèces","Eurocard - Mastercard","Tickets-restaurant","Visa","Carte bancaire","Cartes de paiement","Chèques déjeuners","Parking autocar","Parking privé",,,,,,,,,,,,,,,,,,,"Espace jeux","Location de salles",,,,,,,,,,,,,,,,,,,,,,,,"Chaise bébé","Climatisation",,,,"Y",,,,,,"pizza à partir de ","10.90","0.00","planche de charcuterie des ardennes","11.90","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
